ID,story,text,V_pred,A_pred
50,story1,招募天下贤才辅佐朝纲，东方朔就带着所有的竹简进京了，整整装了辆车，这竹简上写的是条条治国之策。,0.45339167,0.17680213
51,story1,由打齐国平原，也就是而今的山东信阳，要走到长安，这是千里迢迢，走了整整六十天哪!,0.44479212,0.20696002
52,story1,这六十天把这两头牛累得都喘不过气来了，两车的竹简多重的分量!可是东方朔仍然是精力充沛，抱着雄心壮志要辅佐一代明君治理天下!,0.5880922,0.33929986
53,story1,所以东方朔一走进东市，立刻就引起人们的注意。,0.5606918,0.29782674
54,story1,大家从树荫帘底下走出来，观看这位非凡的人物。俗话说得好，这树林子大了，是什么鸟都有啊!,0.480341,0.2597612
55,story1,从人群里噌走出一人来，迎着东方朔就过去了，这小子，,0.56292576,0.3623106
56,story1,长得有点特别，这脑袋像个柿子，,0.58663434,0.37424877
57,story1,东市的人没有不认识他的，有名的泼皮，姓朱排行在三，所以人们都叫他柿子朱三，朱三是干什么的，卖红烧猪蹄的，,0.4764567,0.23171191
58,story1,一看东市上来了外人，这柿子朱三头一个就冲过去了，这买卖我得先做。他把东方朔拦住了，“客官!,0.47710678,0.21196525
59,story1,天热呀，怎么着，来个猪蹄，去去火吧!”,0.46961397,0.23388788
60,story1,旁边的人欻的一下全围上来了。,0.479137,0.29907084
61,story1,东方朔看他，笑了笑,0.58139294,0.55975854
62,story1,“猪蹄也能去火吗?我长这么大可是头一回听说呀，你要是卖的清水马蹄那还差不多。”,0.48591155,0.32580373
63,story1,旁边的人一听东方朔这话全都笑了，因为长安东市的人全都知道，清水马蹄那是产在吴越一带，是宫中的贡品，只有皇上、太后、老老太后、只有太子、只有妃子才能吃到,0.43732184,0.312721
64,story1,长安城市面上要是偶尔有一点清水马蹄，那都是成色不好的宫里面不要刷下来的，只要清水马蹄一上市马上会被长安的达官贵人抢购一空。,0.39879414,0.2853893
65,story1,这柿子朱三，这篮子里的，,0.43841764,0.23717016
66,story1,这红烧猪蹄，,0.45471486,0.23170471
67,story1,东市的人心里都有数啊，少说也得有三天了，,0.45996398,0.23192888
68,story1,头天卖不了，第二天早上起来朱三起挺早，拿大锅一蒸，搁到市场还卖。第二天卖不了，回来第三天早上起来一蒸，第三天还卖。您看看这猪蹄儿什么色儿了，黑里透紫，紫里透黑，搁嘴里咬这么一口，这味儿跟这芋头也差不了多少了。,0.44247738,0.21407644
69,story1,柿子朱三可不管这套。,0.4635915,0.18127424
70,story1,只要东市上来了生人，这头号买卖得让我朱三做，他迎着东方朔一伸手又打这篮里就拿出一个红烧猪蹄，往前一递：“客官您还别说我这猪蹄,0.49566093,0.2356291
71,story1,还真有清水马蹄的功效，保证您呢去火消暑。”“好啊！”,0.92895937,0.67445123
72,story1,东方朔乐了，“不错，我要是吃了你这红烧猪蹄，马上就往茅房里跑。到了茅房我就泻，刚吃就泻，他能不撤火吗?”就这么一说，旁边人全都乐了。,0.9215891,0.7053262
73,story1,朱三气坏了，,0.20568997,0.737883
74,story1,欻的一下下脸就红了，害臊啊。,0.17331086,0.74050564
75,story1,“朱三心说照他这么一说，我这猪蹄还得搁回我这竹篮里，不成?,0.38332662,0.28940624
76,story1,我这做买卖的手既然伸出去了，就不能回来我不能让同行人看我的笑话。“,0.3569489,0.43474278
77,story1,他索性往对方手里一扔，想让东方朔接过去。如果东方朔你不接，反正我这猪蹄是出了手了，你要不接，今天呢，你就看笑话吧!,0.46769384,0.37220332
78,story1,因为柿子朱三他是个有名的泼皮，他要撒野。东方朔看出来了。,0.49908328,0.2548409
79,story1,眼瞧猪蹄过来了，东方朔并没用手接，呵!,0.4451555,0.27136815
80,story1,”朱三心说有你的，不接，哈哈，不接我就扔！”欻!,0.5432605,0.458203
81,story1,这猪蹄就扔过来了，,0.47402295,0.31057376
82,story1,眼瞧这猪蹄就要掉在地上了，,0.4381984,0.33578578
83,story1,旁边看热闹的心说坏了，这个瘦高个可要惹事，,0.35365543,0.41483137
84,story1,眼瞧这猪蹄，马上就要掉到地上了。就瞧东方朔往旁边一躲，这意思是躲开，可是同时他这右脚就抬起来了，镗，这叫准!正踢到这红烧猪蹄上，再瞧这猪蹄，欻!,0.41344163,0.30474135
85,story1,一下就回到柿子朱三这竹篮里头了，哎呦!,0.44720295,0.25570062
86,story1,东方朔这一来不要紧，所有东市上的人眼睛都看直了，好脚法呀!,0.42252016,0.27243388
87,story1,就连柿子朱三都觉得奇怪呀，哼哼，,0.2935431,0.562877
88,story1,愣给踢回来了，不成，朱三心说，“我可是有名的泼皮，,0.30484605,0.44782233
89,story1,我不能让长安城的人看我的笑话。”他把篮子往地上一扔，“哎呦你踢我手了！”,0.4157211,0.31372264
90,story1,这篮子往地一落，这七八个又黑又紫的猪蹄落了一地，再也沾上地上的灰泥。,0.35711724,0.34145194
91,story1,这猪蹄还有饭吃吗?大家伙瞪大了眼睛看见，知道柿子朱三要耍无赖啊!,0.31059238,0.44595745
92,story1,长安毕竟是长安人的长安，,0.4020487,0.2887681
93,story1,长安的热闹更是长安人看不够的风景，,0.3914992,0.30121067
94,story1,何况泼皮也有三几个泼皮的朋友呢，,0.41648415,0.2797934
95,story1,转眼之间围观的人是越来越多，大家伙都想看看这个外地人也就是东方朔如何收场，没想到东方朔不着急也不着慌，双手一抱拳冲着柿子朱三微微一笑.,0.6105436,0.475983
96,story1,“仁兄，,0.4259108,0.3872879
97,story1,你要是缺钱用，没关系，跟小弟张嘴。何必用这种手段，弄得你我都不开心呢?”,0.30105248,0.4685299
98,story1,“呵呵！”,0.50092494,0.38696355
99,story1,柿子朱三一听，好啊，你这不是成心让我朱三没面子吗，朱三把眉毛一挑眼睛一瞪小子照你这么说是我欺负你了。,0.3018048,0.5159122
100,story1,“你敲铜锣在长安城里绕三圈你打听打听我柿子朱三是讹过人吗，啊，我讹过谁你把他交出来，要敢说我柿子朱三在长安城讹过人，嘿嘿，我把姓都改了，你搅了我的生意把我篮子都踢翻了还敢说我朱三讹你吗？”,0.29387778,0.48434883
101,story1,说着他一伸手，砰就把这牛车这车把给攥住了，“小子，今天你要不给我说个清清楚楚明明白白，这两辆车呀你小子甭想拉走！”,0.40195554,0.3021608
102,story1,东方朔一点儿也不生气，,0.43468174,0.35857886
103,story1,看着柿子朱三一抬头，“哈哈哈！,0.5516157,0.5230818
104,story1,有意思啊!我赶牛车赶了两个月，好容易来到长安，没想到碰见你这么一识货的!柿子老兄，你揭开看看，车上的东西，你要得起吗? 呃?”,0.468662,0.2878237
105,story1,“好小子，你敢叫我柿子老兄?我有什么不敢要的?”,0.44784093,0.32173914
106,story1,朱三心说他叫我柿子老兄，我不能再接着撒赖了。,0.3152048,0.47852635
107,story1,他不是说我不敢要吗？我到底看看车上装的什么东西，他一伸手，欻，就把车上扇的槽给掀开了。,0.45511767,0.32270598
108,story1,不光是朱三啊，在场的人全都大吃一惊，车上不是宝贝，也不是吃的穿的用的，原来是齐刷刷的，全是竹简。,0.4394696,0.6875063
109,story1,这竹简上边有字儿啊，因为那时候还没有造纸呢，东汉末年蔡伦才造纸。,0.4200339,0.2748325
110,story1,人们呢就把这字呢写在竹简上，整整两车的竹简谁能下这么大的功夫长安城全明白了，怪怪。,0.37944302,0.40667847
111,story1,两大车的竹简两个月才拉进京都长安，甭问了，这准是献给皇上的。,0.4430449,0.20666006
112,story1,这朱三儿啊，,0.4436822,0.24931385
113,story1,姓朱名三，他就认得三个字一二三，同时能写出三个字来反正三横呗，,0.43838832,0.23852949
114,story1,他要这车竹简干什么呀，哼！,0.40760234,0.2596319
115,story1,“朱三心说我就这么完了，,0.39294702,0.31583446
116,story1,我这猪蹄一个都没有了，再捡起来也没法卖了。我不卖猪蹄，我晚上这顿饭找谁去呀?不成，我不能挨饿，我得讹他。”他一眼就看见东方朔腰间挂着这口宝剑了。“对，讹他这口宝剑。把宝剑摘下来。,0.517246,0.30228922
117,story1,我留着割猪蹄吃也行啊！”,0.51233846,0.28500047
118,story1,他两只手往前一伸，脚往前一挪。“小子，你就给我这口宝剑吧!”砰，他两只手就攥住了东方朔这口宝剑。,0.5055853,0.26910976
119,story1,东方朔一乐，,0.6753726,0.46808922
120,story1,眼瞧着柿子朱三，这朱三两只手一时间，嗨!,0.52223057,0.29813614
121,story1,他为什么使这么大劲呢?因为东方朔这只手已然按住了宝剑。,0.47035286,0.21415891
122,story1,朱三使尽全身之力，眼睛都憋蓝了，夺不过来。,0.45954955,0.25488022
123,story1,这剑是纹丝不动，这下他傻了，他往四外一看，看见几个哥们儿嘿，我说，李五，王小二，张四，你们干嘛呀?你们就知道吃剩猪蹄啊，过来帮忙啊，帮三爷一把。,0.4283046,0.24209346
124,story1,这几个小子立刻就上来了，三个泼皮加上朱三一共四个人八只手这八只手往上一扑，砰砰砰，就把东方朔这口宝剑的剑鞘给攥住了。,0.47640857,0.2635201
125,story1,东方朔双眉往上一挑，两只眼睛往下一瞧。,0.45440727,0.23744059
126,story1,这八只手攥住自己的宝剑，,0.4784229,0.24876206
127,story1,东方朔一运气，嗨!,0.47747135,0.2540273
128,story1,浑身的力气往上一灌，就灌到胳臂上，灌到手上，两只手一使劲就按住这剑鞘了。这八只手啊，使劲的往过夺，四个人都嚷上了，使劲的嗨!,0.46089196,0.27808636
129,story1,这四个人愣没问动这口宝剑，,0.4817317,0.27587834
130,story1,这时候可就惊动了巡查长安的官员了，几个官兵拉着马就在这人群后头看着一会儿的工夫他们的长官就来了，这个长官长得高大魁梧虎体熊腰复姓公孙，单字名敖，是皇上身边的一等护卫。,0.45150858,0.1982692
131,story1,柿子朱三仗着人多，他想以多欺少，他就冲着东方朔，似笑似不笑，“我说哥们儿!,0.43747994,0.3996959
132,story1,你还不撒手，你要不撒手我们可动真格的了！”,0.42276195,0.37823543
133,story1,东方朔脸上笑着，,0.5521058,0.477462
134,story1,两只手按着这宝剑突然间往上一抬，嗨!,0.5263811,0.4520954
135,story1,这四个人八只手按着宝剑呢，没想到东方朔这么一使劲宝剑往上一举这八只手按不住这口宝剑。,0.45017135,0.42446303
136,story1,长安城的人可明白大家伙纷纷往后退，因为长安城的人见过世面呢，看这意思这要出事，大家伙就把场子给让出来了。,0.43664655,0.28233314
137,story1,这四个人也知道这回惹了大祸了，惹祸是惹祸长安城惹得起也就撑得住，不然的话你们这几个泼皮怎么在东市城混呢？,0.43438274,0.2743238
138,story1,这王小二跟李五一看压不住剑了又怕东方朔把这剑拔出来所以，欻，往后一退，伸腿，镗，就过去了，想把东方朔给绊倒了，两个人一块伸腿。,0.32313547,0.4647109
139,story1,东方朔往后一撤跟着右腿一抬，咔!,0.4385631,0.29956356
140,story1,就这一脚这王小二乐大了，扑,0.88736105,0.6816767
141,story1,通一声，这屁股先落在地上，就把地砸了一坑。大家伙心说，这个外地人的劲头可不小啊。就在一愣神的功夫，东方朔跟着又一脚，啪!,0.5307645,0.31052715
142,story1,正好踢到李五的身上，这回大家伙看笑话吧，全都抬头了，李五被东方朔踢得腾空而起，欻，往后一落，就整落到人群的外边。看起来这个外地人脚法可太高了。,0.3395966,0.51841617
143,story1,长安城的老百姓齐声喝彩，好脚法，好啊，哗!,0.8586582,0.64763063
144,story1,喝彩的声音如同雷动。,0.8079243,0.57157093
145,story1,皇上一等侍卫公孙敖在外边也点了点头，心说好功夫。柿子朱三一看坏了，今天要栽面。,0.32410938,0.48700553
146,story1,干脆一不做二不休，他冲张四递了个眼神，两个人，欻，一伸手，由打靴腰子里，就把匕首抄出来了。,0.46872008,0.24493682
147,story1,一人一口短刀就是匕首了，两个人同时上手，就奔着东方朔扎来了。,0.4636625,0.27975708
148,story1,东方朔好身手啊，手持宝剑望上一拨，镗镗，甭费二下，这两个匕首就被拨倒在地上。,0.4571043,0.3266685
149,story1,这俩泼皮就傻眼了，跟着东方朔一反问的，欻欻，两下。,0.45815745,0.24943596
150,story1,这下奔朱三的脑瓜顶，这下奔张四的脑瓜顶。,0.4233656,0.28680274
151,story1,一人脑瓜皮给削起一块，不大，也就烧饼这么大，不厚，也就韭菜叶这么薄。,0.4204881,0.23852551
152,story1,连头不带头皮啊，受得了吗?哎呀，把这俩小子疼坏了。,0.21813016,0.6121238
153,story1,大家伙一看，外地人的剑法太高了！,0.26260656,0.5556583
154,story1,大家伙也不知道赞成还是替朱三还是张四惋惜，嘶呵!,0.32538372,0.44134066
155,story1,好哇，好剑法，哗!,0.49579245,0.32462624
156,story1,后边的人仍然是喝彩呀，再看朱三跟泼皮张四疼得直哆嗦，跪得地下体似筛糠，“哎呦，爷爷饶命，爷爷饶命，我再也不敢了！”东方朔一脚，砰就把朱三给踩住了，冲张四一歪头，“来，你把这猪蹄捡起来给他小子吃了。”“啊？”,0.3239435,0.5861163
157,story1,张四也不敢不捡，心说不捡，再给我一下，我脑袋现在还冒血呢。低头哈腰，把这猪蹄捡起来，就往这柿子朱三嘴里搁。我说兄弟，这回您自产自销吧。,0.42749292,0.24587564
158,story1,这回朱三可真服了，嘴里叼着猪蹄，哎呦，野狗野狗野狗，客官爷爷爷爷放了放过小人，这回小人服了，日后天天给您送新鲜的红烧猪蹄。,0.47996274,0.24576649
159,story1,大家伙是哈哈大笑心说朱三这回你碰上横的了吧。,0.5896305,0.5021718
160,story1,到底东方朔如何面见天子，下回再说。,0.4807859,0.24633606
161,story2,上回书说到东方朔来到长安，没想到刚一进东市就遇见几个泼皮跟东方朔在这折腾上了，,0.3362311,0.40867525
162,story2,东方朔拿宝剑削了朱三跟张四的头皮见了血了，这官兵可不能不管了。,0.18534741,0.62852967
163,story2,皇家的一等侍卫公孙敖冲手下官兵一努嘴儿，这几个官兵立刻甩蹬离鞍下马，闪开闪开，啊!,0.279612,0.55328393
164,story2,这长安城是你们闹事的地方吗?躲开!,0.3076098,0.4848356
165,story2,老百姓往旁边一闪，官兵往里走!,0.38728148,0.28221408
166,story2,柿子朱三一抬头，呵!,0.40630153,0.2795401
167,story2,皇上的一等侍卫公孙敖将军都来了，他赶紧往上爬脸咧着嘴就哭了，“哎呀公孙敖将军哪，将军哪，您瞧没这外地人欺负咱们长安城的人，您得替我收拾收拾他！”,0.110035926,0.5223307
168,story2,东方朔一听公孙敖将军，,0.41106418,0.2765639
169,story2,他抬头一看这个公孙敖，只见他长得虎体熊腰，黑灿灿一张脸，浓眉大眼，直鼻阔口，君子人脸上一团正气。,0.38701674,0.3090864
170,story2,头上顶着盔，身上挂着甲，威风凛凛，杀气腾腾，端坐在马上。,0.3917341,0.32193416
171,story2,东方朔心说就冲你长得一团正气我上前给你施礼，,0.49026564,0.29771897
172,story2,东方朔迈步往前走，双手一抱拳，就给公孙敖作了一个揖。,0.53100187,0.333518
173,story2,这个公孙敖立刻甩镫离鞍下马，,0.49257502,0.29764137
174,story2,走到东方朔面前也打礼相还，,0.49439013,0.30583104
175,story2,在下公孙敖是皇上身边的一等侍卫，“敢问这位壮士尊姓大名？”,0.513182,0.27318728
176,story2,皇上身边的一等侍卫，东方朔听明白了，,0.5032788,0.28129363
177,story2,赶紧把宝剑还匣，然后又回敬一揖。“将军不必多礼，在下乃东方齐国人士，姓甚名谁都在车上的竹简之中，将军就称我东方一剑吧。”,0.4885971,0.21972935
178,story2,东方一剑，啊?,0.52367777,0.2637547
179,story2,长安城的人你看看我，我看看你，因为他没听说过这个名字，东方一剑，好名字呀，这名字起的怎么这么鲜亮啊！,0.4964363,0.38424423
180,story2,公孙敖是皇家的一等侍卫，他是见过世面的。,0.48890582,0.1916285
181,story2,冲着东方朔微微一笑：“东方先生你是不是奉皇上之召前来献策的吧，啊？”,0.57111424,0.32417473
182,story2,“不错，正是！”“那好啊，就请你带上牛车随我进宫吧。”,0.5958088,0.30065268
183,story2,长安城的人一听公孙敖说出这句话来，全都瞪大了眼睛。,0.54463494,0.56526047
184,story2,心说今天这个齐国人可大发了如今小皇帝不轻易见人，怎么今天公孙敖将军就要把他带去面见皇上呢？,0.44501927,0.40702668
185,story2,那么既然皇上登基之后要招揽天下贤士，而且颁下了诏书，为什么又不轻易接见一个人呢?这毛病就在太皇太后的身上。,0.3555417,0.28255188
186,story2,太皇太后娘家姓邓，,0.402058,0.2661797
187,story2,是文帝的正宫娘娘，景帝刘启的生身之母。这位太皇太后信奉皇老。,0.38920146,0.21648517
188,story2,就是信奉道教，,0.4098709,0.23646668
189,story2,因为道家推崇皇帝跟老子为道家的始祖所以说太皇太后信奉皇老推崇道教，,0.40453103,0.26031128
190,story2,这也跟汉高祖刘邦还有汉文帝以仁孝治理天下分不开的，,0.3983862,0.2439391
191,story2,汉武帝刘彻十六岁登基他年岁虽然不大但是很有见识，,0.48440892,0.25191244
192,story2,他好大喜功，什么事都懂一点。,0.541029,0.30368456
193,story2,而且他喜欢读书，注重文学，也是因为少年气盛。,0.5071114,0.26198
194,story2,刘彻立志要成为汉朝一位轰轰烈烈的君王，,0.48821422,0.24516985
195,story2,所以他登基之后，马上就下了一道诏书，,0.45429397,0.22581835
196,story2,叫丞相、御史、郡守还有各地的诸侯、各地的王，推举贤良方正。,0.44535935,0.20156817
197,story2,入朝为官，帮着自己治理天下。诏书颁下之后，各地不少出类拔萃的人物就云集在长安城了。小皇帝刘彻呢，要亲自考察考察这些人的学问，所以朝廷就变成了考场。,0.45718485,0.17126995
198,story2,这些进京的贤士，都想捷足先登。也是啊!,0.45038837,0.21621457
199,story2,谁不想借着这个天赐良机，出将入相辅佐皇上，展平生之才光宗耀祖啊!,0.4462128,0.24328399
200,story2,所以皇上启用新人的消息三天两头的又打未央宫中传出来，飞遍了长安城的大街小巷，,0.43714854,0.22292337
201,story2,京城的老百姓，整天聊的就是宫廷秘闻，还有宰相大臣的事。,0.4328018,0.2218337
202,story2,有些老头闲走在大街上只要一张嘴就能给你侃上半天秦皇汉祖的故事，,0.4537953,0.24804893
203,story2,就连刚刚吃饱饭的那些小贩一张嘴也跟你聊，呵，,0.46879497,0.2560139
204,story2,聊得这叫清楚什么皇上重用张三了，重用李四了，他们的出身呢，他们的来历啊说得是清清楚楚明明白白，,0.43835342,0.24989365
205,story2,所以全国各地那些应诏奔长安的各路能人到京城用不了几天也用不着什么故旧引荐，,0.44832787,0.20805314
206,story2,只要你跟长安城人一聊天，从长安人的嘴里头就能把朝中的情形了解得八九不离十。,0.46549845,0.20783018
207,story2,当然人们最关注的就是皇上身旁那几个最重要的位子了，,0.46223202,0.21813427
208,story2,头一个传出来的消息就是汉武帝刘彻任命他的父亲景帝驾前的忠臣窦婴为当朝的宰相，窦婴功劳很大呀，,0.5772328,0.33387142
209,story2,他当初帮着皇上平叛吴楚七国之乱，,0.52549744,0.30755168
210,story2,被封为魏其侯，魏其侯窦婴当的宰相，没什么奇怪的，一个是窦婴文武全才，二来他立下这么多的战功，再说他的姑妈又是当今皇上的亲祖母，也就是这位老老太后。,0.52021134,0.2886939
211,story2,皇上第二个任命的，可让人觉得有点意外了。这个人原来给窦婴跑腿儿，姓田叫田鼢，官居郎官。没想到一下就升成太尉了，他的地位仅次于丞相窦婴。,0.46279913,0.2671254
212,story2,大家伙奇怪，但是过了几天，大家伙全明白了。感情这位田鼢呢，是皇太后同胞的兄弟，因为他跟皇太后不是一个父亲，所以他姓田。,0.4307243,0.22108494
213,story2,终究是母仪子贵，儿子当了皇上，太后要把自己同母异父的兄弟安排个大官，这是理所当然的。,0.44498694,0.20925644
214,story2,所以田鼢就当了太尉,0.3999283,0.29579026
215,story2,田鼢这个人呢，他爹妈给他起这个名字起得太好了，恰如其分。这就叫知子者，莫若父母。这鼢字呢，是老鼠的鼠字，旁边一个分字。,0.44475055,0.21325672
216,story2,这种鼢鼠是个哺乳动物，,0.41871154,0.23602797
217,story2,是灰色的尾巴挺短，眼睛挺小，他专门在地下打洞，他吃什么，他吃着庄稼的根让你从根拉，,0.42788708,0.22273147
218,story2,所以说这种东西危害特别大也叫芒鼠，也叫地羊，可想而知这个田鼢是个什么样的人物了，田鼢长得也跟这田鼠差不了多少，长得又瘦又小。,0.42837223,0.21607037
219,story2,瘦长的一张小脸，脸上蜡黄蜡黄的，两道细眉毛一双小圆眼睛滴溜乱转，一看就知道田鼢是个机灵鬼。塌鼻脸小鼻子头，最有特点的就是他这张嘴长得又长又尖，上边稀拉拉数的过来有四十几根胡子。,0.37594,0.31867832
220,story2,别瞧田鼢长得不怎么样，才识也算平常，可是田鼢这人性情乖巧，口才敏捷，表面上谦虚极了，所以一般人挑不出他什么毛病来，您看是不是他的父母给他儿子起这个名字恰如其分呢？,0.4209725,0.25051916
221,story2,接下来任命的，大家伙就更觉得奇怪了。因为人们猜着呀。,0.38497362,0.277529
222,story2,这回皇上应该重用太皇太后身边的两位老臣，一个是许昌，一个是庄青翟，应该让他们两个人担任御史大夫啊，担任郎中令这些要职。,0.41690117,0.18570328
223,story2,没想到皇上把这两个重要的官员给了年不足三十，而且没什么名气的赵绾跟王臧。这个赵绾是个白面书生，高挑的身材，双眉带袖，二目有神，鼻直口正。虽然儒儒雅雅，但是他眉宇之间一派英风蝶豹。,0.45072654,0.2380577
224,story2,当初汉景帝在位的时候，,0.46224216,0.23533995
225,story2,赵绾就曾经提出过要清理名堂之类的建议，,0.45220378,0.20758426
226,story2,让他当，当着御史大夫还可以说勉强的有点众望。,0.46286,0.18027346
227,story2,没想到皇上重用这个王藏据说这个王藏是齐国来的一个无名小辈长得让人看着就不顺眼，,0.36051854,0.3359582
228,story2,王臧这人中等身材四方脸，面皮幽黑，他有个特点是眉骨挺高，两道浓眉一双大眼，眼窝子挺深。,0.39151362,0.2861247
229,story2,塌鼻梁大鼻子头大嘴厚嘴唇而且一脸的横肉，,0.31407043,0.3574916
230,story2,这皇上为什么重用他呢？,0.381691,0.2734214
231,story2,大家一打听，因为这人主意多，而且出口成章，很快就得到了小皇上的喜爱。,0.55530673,0.30895558
232,story2,年龄不足三十，,0.48137444,0.24110602
233,story2,没想到官居要职让他主管皇上的诰明奏折，朝中的文书录簿，大家伙可为他捏了一把汗呢!,0.4559633,0.26624748
