ID,story,text,V_pred,A_pred
29,story1,"But though on the whole, except in Italy, Gothic letter was most often used",0.5091634,0.20207864
30,story1,"a very few years saw the birth of Roman character not only in Italy, but in Germany and France.",0.47992593,0.18157265
31,story1,"In fourteen sixty-five Sweynheim and Pannartz began printing in the monastery of Subiaco near Rome,",0.477455,0.21419178
32,story1,"and used an exceedingly beautiful type, which is indeed to look at a transition between Gothic and Roman,",0.5250698,0.27542463
33,story1,but which must certainly have come from the study of the twelfth or even the eleventh century MSS.,0.5097882,0.23304926
34,story1,"They printed very few books in this type, three only; but in their very first books in Rome, beginning with the year fourteen sixty-eight,",0.48430756,0.19845918
35,story1,they discarded this for a more completely Roman and far less beautiful letter.,0.46866423,0.17699826
36,story1,But about the same year Mentelin at Strasburg began to print in a type which is distinctly Roman;,0.5171486,0.23075463
37,story1,and the next year Gunther Zeiner at Augsburg followed suit;,0.5204804,0.24096136
38,story1,"while in fourteen seventy at Paris Udalric Gering and his associates turned out the first books printed in France, also in Roman character.",0.5014595,0.21422863
39,story1,"The Roman type of all these printers is similar in character,",0.5245915,0.23703645
40,story1,"and is very simple and legible, and unaffectedly designed for use; but it is by no means without beauty.",0.54430884,0.24725166
41,story1,"It must be said that it is in no way like the transition type of Subiaco,",0.4694269,0.20090659
42,story1,"and though more Roman than that, yet scarcely more like the complete Roman type of the earliest printers of Rome.",0.47210908,0.18318494
43,story1,A further development of the Roman letter took place at Venice.,0.48199686,0.17009445
44,story1,"John of Spires and his brother Vindelin, followed by Nicholas Jenson, began to print in that city,",0.4966224,0.20358968
45,story1,"fourteen sixty-nine, fourteen seventy;",0.47632563,0.21238327
46,story1,their type is on the lines of the German and French rather than of the Roman printers.,0.47645566,0.16673009
47,story1,Of Jenson it must be said that he carried the development of Roman type as far as it can go:,0.5296865,0.2403395
48,story1,"his letter is admirably clear and regular, but at least as beautiful as any other Roman type.",0.585602,0.30971056
49,story1,"After his death in the ""fourteen eighties,"" or at least by fourteen ninety, printing in Venice had declined very much;",0.4075233,0.2003073
50,story1,"and though the famous family of Aldus restored its technical excellence, rejecting battered letters,",0.471668,0.22559917
51,story1,"and paying great attention to the ""press work"" or actual process of printing,",0.45495412,0.20541976
52,story1,"yet their type is artistically on a much lower level than Jenson's, and in fact",0.3932284,0.20612268
53,story1,they must be considered to have ended the age of fine printing in Italy.,0.37456033,0.18488389
54,story1,"Jenson, however, had many contemporaries who used beautiful type,",0.47361714,0.20433074
55,story1,"some of which -- as, e.g., that of Jacobus Rubeus or Jacques le Rouge -- is scarcely distinguishable from his.",0.48322582,0.17966495
56,story1,"It was these great Venetian printers, together with their brethren of Rome, Milan,",0.5275294,0.27303874
57,story1,"Parma, and one or two other cities, who produced the splendid editions of the Classics, which are one of the great glories of the printer's art,",0.6211934,0.3657016
58,story1,"and are worthy representatives of the eager enthusiasm for the revived learning of that epoch. By far,",0.5303694,0.27855983
59,story1,"the greater part of these Italian printers, it should be mentioned, were Germans or Frenchmen, working under the influence of Italian opinion and aims.",0.49349445,0.18804671
60,story1,It must be understood that through the whole of the fifteenth and the first quarter of the sixteenth centuries,0.49334446,0.19556011
61,story1,the Roman letter was used side by side with the Gothic.,0.4870473,0.1608387
62,story1,"Even in Italy most of the theological and law books were printed in Gothic letter,",0.47853306,0.19975692
63,story1,"which was generally more formally Gothic than the printing of the German workmen,",0.45606917,0.19101594
64,story1,"many of whose types, indeed, like that of the Subiaco works, are of a transitional character.",0.4744705,0.17989391
65,story1,"This was notably the case with the early works printed at Ulm, and in a somewhat lesser degree at Augsburg.",0.47224134,0.17371109
66,story1,In fact Gunther Zeiner's first type (afterwards used by Schussler) is remarkably like the type of the before-mentioned Subiaco books.,0.48164108,0.17785951
67,story1,"In the Low Countries and Cologne, which were very fertile of printed books, Gothic was the favorite.",0.47874925,0.16246194
68,story1,"The characteristic Dutch type, as represented by the excellent printer Gerard Leew, is very pronounced and uncompromising Gothic.",0.49048442,0.20225763
69,story1,"This type was introduced into England by Wynkyn de Worde, Caxton's successor,",0.49077976,0.21249601
70,story1,"and was used there with very little variation all through the sixteenth and seventeenth centuries, and indeed into the eighteenth.",0.48341346,0.18661384
71,story1,"Most of Caxton's own types are of an earlier character, though they also much resemble Flemish or Cologne letter.",0.46134824,0.18153429
72,story1,"After the end of the fifteenth century the degradation of printing, especially in Germany and Italy,",0.35706073,0.2863416
73,story1,went on apace; and by the end of the sixteenth century there was no really beautiful printing done:,0.27605104,0.32572827
74,story1,"the best, mostly French or Low-Country, was neat and clear, but without any distinction;",0.27995005,0.3426218
75,story1,"the worst, which perhaps was the English, was a terrible falling-off from the work of the earlier presses;",0.26483935,0.37902594
76,story1,"and things got worse and worse through the whole of the seventeenth century, so that in the eighteenth printing was very miserably performed.",0.21418415,0.3887779
77,story1,"In England about this time, an attempt was made (notably by Caslon, who started business in London as a type-founder in seventeen twenty)",0.44375384,0.20802402
78,story1,to improve the letter in form.,0.44737124,0.18437071
79,story1,"Caslon's type is clear and neat, and fairly well designed;",0.52278113,0.27078697
80,story1,he seems to have taken the letter of the Elzevirs of the seventeenth century for his model:,0.5077134,0.27187374
81,story1,type cast from his matrices is still in everyday use.,0.50652146,0.23137227
82,story1,"In spite, however, of his praiseworthy efforts, printing had still one last degradation to undergo.",0.39894792,0.19958264
83,story1,The seventeenth century founts were bad rather negatively than positively.,0.4658268,0.19799682
84,story1,But for the beauty of the earlier work they might have seemed tolerable.,0.42973325,0.17900284
85,story1,"It was reserved for the founders of the later eighteenth century to produce letters which are positively ugly, and which, it may be added,",0.25957745,0.43783605
86,story1,are dazzling and unpleasant to the eye owing to the clumsy thickening and vulgar thinning of the lines:,0.23278175,0.48603463
87,story1,"for the seventeenth-century letters are at least pure and simple in line. The Italian, Bodoni, and the Frenchman, Didot,",0.3719935,0.26788637
88,story1,"were the leaders in this luckless change, though our own Baskerville, who was at work some years before them, went much on the same lines;",0.40383178,0.22030893
89,story1,"but his letters, though uninteresting and poor, are not nearly so gross and vulgar as those of either the Italian or the Frenchman.",0.3758739,0.2228027
90,story1,"With this change the art of printing touched bottom,",0.34644863,0.2808744
91,story1,"so far as fine printing is concerned, though paper did not get to its worst till about eighteen forty.",0.38815892,0.23907183
92,story1,"The Chiswick press in eighteen forty-four revived Caslon's founts, printing for Messrs. Longman the Diary of Lady Willoughby.",0.4702427,0.17857252
93,story1,This experiment was so far successful that about eighteen fifty Messrs. Miller and Richard of Edinburgh,0.51350164,0.23576646
94,story1,"were induced to cut punches for a series of ""old style"" letters.",0.49059778,0.19290105
95,story1,"These and similar founts, cast by the above firm and others,",0.51786906,0.24585682
96,story1,"have now come into general use and are obviously a great improvement on the ordinary ""modern style"" in use in England, which is in fact the Bodoni type",0.51922065,0.26045218
97,story1,"a little reduced in ugliness. The design of the letters of this modern ""old style"" leaves a good deal to be desired,",0.45939693,0.21456593
98,story1,"and the whole effect is a little too gray, owing to the thinness of the letters.",0.44675016,0.2050424
99,story1,"It must be remembered, however, that most modern printing is done by machinery on soft paper, and not by the hand press,",0.47568986,0.183998
100,story1,"and these somewhat wiry letters are suitable for the machine process, which would not do justice to letters of more generous design.",0.46320146,0.16493694
101,story1,It is discouraging to note that the improvement of the last fifty years is almost wholly confined to Great Britain.,0.3595595,0.26786587
102,story1,"Here and there a book is printed in France or Germany with some pretension to good taste,",0.43468115,0.21604764
103,story1,but the general revival of the old forms has made no way in those countries.,0.36763737,0.22179526
104,story1,Italy is contentedly stagnant.,0.35230088,0.28665733
105,story1,"America has produced a good many showy books, the typography, paper, and illustrations of which are, however, all wrong,",0.36122206,0.31419703
106,story1,oddity rather than rational beauty and meaning being apparently the thing sought for both in the letters and the illustrations.,0.3522546,0.2818268
107,story1,To say a few words on the principles of design in typography:,0.4158059,0.24028826
108,story1,it is obvious that legibility is the first thing to be aimed at in the forms of the letters;,0.42842913,0.23020945
109,story1,"this is best furthered by the avoidance of irrational swellings and spiky projections, and by the using of careful purity of line.",0.43469042,0.19912612
110,story1,Even the Caslon type when enlarged shows great shortcomings in this respect:,0.38971934,0.27078745
111,story1,"the ends of many of the letters such as the t and e are hooked up in a vulgar and meaningless way,",0.35504064,0.32187766
112,story1,instead of ending in the sharp and clear stroke of Jenson's letters;,0.37390926,0.31090498
113,story1,"there is a grossness in the upper finishings of letters like the c, the a, and so on,",0.33174795,0.33887926
114,story1,an ugly pear-shaped swelling defacing the form of the letter:,0.31694105,0.3736723
115,story1,"in short, it happens to this craft, as to others, that the utilitarian practice, though it professes to avoid ornament,",0.3389765,0.3068699
116,story1,"still clings to a foolish, because misunderstood conventionality, deduced from what was once ornament, and is by no means useful;",0.3104009,0.31888196
117,story1,"which title can only be claimed by artistic practice, whether the art in it be conscious or unconscious.",0.37129748,0.2589017
118,story1,In no characters is the contrast between the ugly and vulgar illegibility of the modern type,0.38367385,0.28266883
119,story1,and the elegance and legibility of the ancient more striking than in the Arabic numerals.,0.4043218,0.22580415
120,story1,"In the old print each figure has its definite individuality, and one cannot be mistaken for the other;",0.44789463,0.25770196
121,story1,in reading the modern figures the eyes must be strained before the reader can have any reasonable assurance,0.36872995,0.32744
122,story1,"that he has a five, an eight, or a three before him, unless the press work is of the best:",0.38181478,0.3325862
123,story1,this is awkward if you have to read Bradshaw's Guide in a hurry.,0.35080332,0.3503236
124,story1,One of the differences between the fine type and the utilitarian must probably be put down to a misapprehension of a commercial necessity:,0.44267046,0.21938187
125,story1,this is the narrowing of the modern letters.,0.42923436,0.18663917
126,story1,"Most of Jenson's letters are designed within a square,",0.44014153,0.20574614
127,story1,"the modern letters are narrowed by a third or thereabout; but while this gain of space very much hampers the possibility of beauty of design,",0.41592267,0.23856886
128,story1,"it is not a real gain, for the modern printer throws the gain away by putting inordinately wide spaces between his lines, which, probably,",0.4118202,0.25585496
129,story1,the lateral compression of his letters renders necessary.,0.41635275,0.2489275
130,story1,Commercialism again compels the use of type too small in size to be comfortable reading:,0.3666499,0.28400925
131,story1,"the size known as ""Long primer"" ought to be the smallest size used in a book meant to be read.",0.39054754,0.24906154
132,story1,"Here, again, if the practice of ""leading"" were retrenched larger type could be used without enhancing the price of a book.",0.4355497,0.18328333
133,story1,"One very important matter in ""setting up"" for fine printing is the ""spacing,"" that is, the lateral distance of words from one another.",0.4516588,0.18289755
134,story1,In good printing the spaces between the words should be as near as possible equal,0.48099387,0.24193962
135,story1,it is impossible that they should be quite equal except in lines of poetry,0.4747275,0.22074352
136,story1,"modern printers understand this, but it is only practiced in the very best establishments.",0.46927038,0.19955695
137,story1,But another point which they should attend to they almost always disregard;,0.41460735,0.24966185
138,story1,"this is the tendency to the formation of ugly meandering white lines or ""rivers"" in the page",0.3821726,0.272276
139,story1,"a blemish which can be nearly, though not wholly, avoided by care and forethought",0.46304455,0.23962943
140,story1,"the desirable thing being ""the breaking of the line"" as in bonding masonry or brickwork",0.46867514,0.24913374
141,story1,The general solidity of a page is much to be sought for,0.4620666,0.23320945
142,story1,"modern printers generally overdo the ""whites"" in the spacing, a defect probably forced on them by the characterless quality of the letters.",0.3946838,0.21609245
143,story1,"For where these are boldly and carefully designed, and each letter is thoroughly individual in form,",0.48496497,0.22001094
144,story1,"the words may be set much closer together, without loss of clearness.",0.47549906,0.1940113
145,story1,"No definite rules, however, except the avoidance of ""rivers"" and excess of white, can be given for the spacing,",0.44784307,0.19503719
146,story1,which requires the constant exercise of judgment and taste on the part of the printer.,0.4412585,0.19109252
147,story1,The position of the page on the paper should be considered if the book is to have a satisfactory look.,0.47795242,0.16921346
148,story1,Here once more the almost invariable modern practice is in opposition to a natural sense of proportion.,0.38751575,0.24734597
149,story1,"From the time when books first took their present shape till the end of the sixteenth century, or indeed later,",0.4653017,0.2263943
150,story1,"the page so lay on the paper that there was more space allowed to the bottom and fore margin than to the top and back of the paper,",0.45490345,0.20636734
151,story1,the unit of the book being looked on as the two pages forming an opening.,0.4554111,0.18467078
152,story1,"The modern printer, in the teeth of the evidence given by his own eyes, considers the single page as the unit, and prints the page in the middle of his paper",0.37930048,0.3512745
153,story1,"only nominally so, however, in many cases, since when he uses a headline he counts that in,",0.36706692,0.33921573
154,story1,"the result as measured by the eye being that the lower margin is less than the top one, and that the whole opening has an upside-down look vertically",0.32554743,0.42529893
155,story1,and that laterally the page looks as if it were being driven off the paper.,0.306394,0.4272024
156,story1,The paper on which the printing is to be done is a necessary part of our subject:,0.44659975,0.187732
157,story1,"of this it may be said that though there is some good paper made now,",0.42391804,0.20058225
158,story1,"it is never used except for very expensive books, although it would not materially increase the cost in all but the very cheapest.",0.4468404,0.16208076
159,story1,"The paper that is used for ordinary books is exceedingly bad even in this country, but is beaten in the race for vileness",0.35160038,0.31556156
160,story1,"by that made in America, which is the worst conceivable.",0.32502237,0.30421644
161,story1,"There seems to be no reason why ordinary paper should not be better made,",0.4368098,0.20476075
162,story1,"even allowing the necessity for a very low price; but any improvement must be based on showing openly that the cheap article is cheap,",0.45071638,0.21791753
163,story1,"e.g. the cheap paper should not sacrifice toughness and durability to a smooth and white surface,",0.44545344,0.21149412
164,story1,which should be indications of a delicacy of material and manufacture which would of necessity increase its cost.,0.44416633,0.18758658
165,story1,One fruitful source of badness in paper,0.3811924,0.30572882
166,story1,"is the habit that publishers have of eking out a thin volume by printing it on thick paper almost of the substance of cardboard,",0.3815667,0.3053516
167,story1,"a device which deceives nobody, and makes a book very unpleasant to read.",0.3114378,0.37869877
168,story1,"On the whole, a small book should be printed on paper which is as thin as may be without being transparent.",0.45483652,0.19179146
169,story1,"The paper used for printing the small highly ornamented French service-books about the beginning of the sixteenth century is a model in this respect,",0.5141175,0.25153434
170,story1,"being thin, tough, and opaque.",0.49837333,0.23362942
171,story1,"However, the fact must not be blinked that machine-made paper cannot in the nature of things be made of so good a texture as that made by hand.",0.45597744,0.17475106
172,story1,The ornamentation of printed books is too wide a subject to be dealt with fully here; but one thing must be said on it.,0.45950532,0.15573788
173,story1,"The essential point to be remembered is that the ornament, whatever it is, whether picture or pattern-work, should form part of the page,",0.4530022,0.22814128
174,story1,should be a part of the whole scheme of the book.,0.45211205,0.20069085
175,story1,"Simple as this proposition is, it is necessary to be stated,",0.4285475,0.2244361
176,story1,"because the modern practice is to disregard the relation between the printing and the ornament altogether,",0.39109036,0.28175473
177,story1,so that if the two are helpful to one another it is a mere matter of accident.,0.36312014,0.26567376
178,story1,The due relation of letter to pictures and other ornament was thoroughly understood by the old printers; so that,0.5616275,0.29561338
179,story1,"even when the woodcuts are very rude indeed,",0.5662102,0.3164547
180,story1,the proportions of the page still give pleasure by the sense of richness that the cuts and letter together convey.,0.5929802,0.31855917
181,story1,"When, as is most often the case, there is actual beauty in the cuts,",0.59749514,0.34238574
182,story1,the books so ornamented are amongst the most delightful works of art that have ever been produced.,0.6389056,0.41117394
183,story1,"Therefore, granted well-designed type, due spacing of the lines and words, and proper position of the page on the paper,",0.5396277,0.27454078
184,story1,"all books might be at least comely and well-looking: and if to these good qualities were added really beautiful ornament and pictures,",0.60781217,0.32770303
185,story1,printed books might once again illustrate to the full,0.6699752,0.40671515
186,story1,"the position of our Society that a work of utility might be also a work of art, if we cared to make it so.",0.6393339,0.3738352
187,story2,"The Chronicles of Newgate, Volume two. By Arthur Griffiths. Section four: Newgate down to eighteen eighteen.",0.4428338,0.24286771
188,story2,"Under the conditions referred to in the previous chapter,",0.3841409,0.255455
189,story2,"with criminals and misdemeanants of all shades crowding perpetually into its narrow limits, the latter state of Newgate was worse than the first.",0.37377155,0.24240687
190,story2,The new jail fell as far short of the demands made on it as did the old.,0.41383576,0.19206692
191,story2,"The prison population fluctuated a great deal,",0.4514114,0.20267892
192,story2,"but it was almost always in excess of the accommodation available, and there were times when the place was full to overflowing.",0.4263329,0.21784201
193,story2,Neild gives some figures which well illustrate this.,0.4634419,0.16426373
194,story2,"On the fourteenth June, eighteen hundred, there were one hundred ninety-nine debtors and two hundred eighty-nine felons in the prison.",0.44496956,0.19948201
195,story2,"On the twenty-seventh April, in the following year,",0.44044846,0.24617979
196,story2,"these numbers had risen to two hundred seventy-five and three hundred seventy-five respectively, or six hundred fifty in all.",0.41417834,0.25138307
197,story2,"For two more years these high figures were steadily maintained, and in eighteen oh three the total rose to seven hundred ten.",0.43403798,0.21953137
198,story2,"After that they fell as steadily,",0.44824195,0.20519476
199,story2,"till, eighteen oh eight, the lowest point was touched of one hundred ninety-seven debtors and one hundred eighty-two felons, or three hundred seventy-nine in all.",0.440558,0.19057833
200,story2,"The numbers soon increased, however, and by eighteen eleven had again risen to six hundred twenty-nine; and Mr. Neild was told that there had been at one time",0.41724566,0.25666827
201,story2,"three hundred debtors and nine hundred criminals in Newgate, or twelve hundred prisoners in all.",0.42042193,0.24943654
202,story2,"Previous to that date there had been seven hundred or eight hundred frequently, and once, in Mr. Akerman's time, one thousand.",0.43146607,0.23896717
203,story2,Trustworthy evidence is forthcoming to the effect that these high figures were constantly maintained for many months at a time.,0.453965,0.1922196
204,story2,"The inadequacy of the jail was noticed and reported upon again and again by the grand juries of the city of London,",0.43205985,0.21448013
205,story2,who seldom let a session go by without visiting Newgate.,0.46144634,0.18137376
206,story2,In eighteen thirteen,0.4537746,0.25026184
207,story2,"the grand jury made a special presentment to the Court of Common Council, pointing out that on the debtors' side, which was intended for only one hundred,",0.3516343,0.2713801
208,story2,"no less than three hundred forty were crowded, to the great inconvenience and danger of the inmates.",0.29022348,0.35156852
209,story2,On the female side matters were much worse;,0.3339696,0.37347633
210,story2,"Quote. the apartments set apart for them, being built to accommodate sixty persons, now contain about one hundred twenty. End quote.",0.34257743,0.31075114
211,story2,"Returns laid before the House of Commons showed that six thousand, four hundred thirty-nine persons had been committed to Newgate",0.43282342,0.2382686
212,story2,"in the three years between eighteen thirteen and eighteen sixteen,",0.43721116,0.22765902
213,story2,"and this number did not include the debtors, a numerous class, who were still committed to Newgate pending the completion of the White Cross Street prison.",0.43429542,0.19748728
214,story2,"In order to realize the evils entailed by incarceration in Newgate in these days, it is necessary to give some account of its interior",0.41824192,0.19984494
215,story2,as it was occupied and appropriated in eighteen ten.,0.42955166,0.1944967
216,story2,"Full details of the arrangements are to be found in Mr. Neild's ""State of Prisons in England, Scotland, and Wales,"" published in eighteen twelve.",0.4670997,0.17308591
217,story2,"The jail at that date was divided into eight separate and more or less distinct departments, each of which had its own wards and yard.",0.4635802,0.17996997
218,story2,These were: one. The male debtors' side.,0.44886,0.1918535
219,story2,two. The female debtors' side. three. The chapel yard. four. The middle yard.,0.45248488,0.20214577
220,story2,five. The master felons' side. six. The female felons' side. seven. The state side.,0.45119604,0.21405306
221,story2,eight. The press yard.,0.43379104,0.21836784
222,story2,"one. The male debtors' side consisted of a yard forty-nine feet by thirty-one,",0.42257518,0.21871214
223,story2,"leading to thirteen wards on various floors, and a day room.",0.44203538,0.1892182
224,story2,"Of these wards, three were appropriated to the ""cabin side,"" so called because",0.43840882,0.21857838
225,story2,"they each contained four small rooms or ""cabins"" seven feet square,",0.41129768,0.24395113
226,story2,"intended to accommodate a couple of prisoners apiece, but often much more crowded.",0.39481652,0.22874765
227,story2,"Two other wards were appropriated to the master's side debtors; they were each twenty-three feet by fourteen and a half,",0.43399197,0.20810193
228,story2,"and supposed to accommodate twenty persons. The eight remaining wards were for the common side debtors,",0.42170355,0.228022
229,story2,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,",0.41287714,0.23522787
230,story2,the whole about fifteen feet wide.,0.42238185,0.21805792
231,story2,"The various wards were all about eleven feet in height,",0.4234609,0.22288574
232,story2,"and were occupied as a rule by ten to fifteen people when the prison was not crowded, but double the number was occasionally placed in them.",0.41193855,0.20551805
233,story2,The day room was fitted with benches and settles after the manner of the tap in a public-house.,0.44296873,0.17470868
234,story2,"two. The female debtors' side consisted of a court-yard forty-nine by sixteen feet,",0.43562648,0.21444689
235,story2,"leading to two wards, one of which was thirty-six feet by fifteen,",0.43454403,0.22507885
236,story2,and the other eighteen by fifteen; and they nominally held twenty-two persons.,0.424642,0.19572404
237,story2,A high wall fifteen feet in height divided the females' court-yard from the men's.,0.4556518,0.1601881
238,story2,three. The chapel yard was about forty-three feet by twenty-five.,0.46598485,0.1699342
239,story2,"It had been for some time devoted principally to felons of the worst types,",0.44210526,0.22886519
240,story2,"those who were the oldest offenders, sentenced to transportation, and who had narrowly escaped the penalty of death.",0.45724627,0.19824365
241,story2,"This arrangement was, however, modified after eighteen eleven, and the chapel yard was allotted to misdemeanants and prisoners awaiting trial.",0.468588,0.18026118
242,story2,"The wards in this part were five in number, all in dimensions twenty feet by fifteen, with a sixth ward fifteen feet square.",0.45682216,0.19246201
243,story2,"These wards were all fitted with barrack-beds, but no bedding was supplied.",0.4465558,0.18672675
244,story2,"The chapel yard led to the chapel, and on the staircase were two rooms frequently set apart for the king's witnesses,",0.44664264,0.2010229
245,story2,"those who had turned king's evidence, whose safety might have been imperiled had they been lodged with the men against whom they had informed.",0.453328,0.17892478
246,story2,"But these king's witnesses were also put at times into the press yard among the capital convicts, seemingly a very dangerous proceeding,",0.38543049,0.3058232
247,story2,"or they lodged with the gatesmen, the prisoner officers who had charge of the inner gates.",0.43241233,0.2177043
248,story2,The middle yard was at first given up to the least heinous offenders. After eighteen twelve it changed functions with the chapel yard.,0.47287682,0.17592324
249,story2,"It was fifty feet by twenty-five, and had five wards each thirty-eight by fifteen. At one end of the yard was an arcade,",0.45137998,0.2119004
250,story2,"directly under the chapel, in which there were three cells, used either for the confinement of disorderly and refractory prisoners,",0.424366,0.24184169
251,story2,or female convicts ordered for execution.,0.4333332,0.21506909
252,story2,"The master felons' side consisted of a yard the same size as the preceding, appropriated nominally to the most decent and better-behaved prisoners,",0.44155905,0.21134979
253,story2,but really kept for the few who had funds sufficient to gain them admission to these more comfortable quarters.,0.45941594,0.18602307
254,story2,"Here were also lodged the gatesmen, the prisoners who had charge of the inner gates, and who were entrusted with the duty of escorting visitors from the gates",0.47639722,0.18415032
255,story2,to the various wards their friends occupied.,0.47061417,0.16827719
256,story2,The state side was the part stolen from the female felons' side.,0.48974815,0.17343637
257,story2,"It was large and comparatively commodious, being maintained on a better footing than any other part of the prison.",0.4846552,0.16661309
258,story2,"The inmates were privileged, either by antecedents or the fortunate possession of sufficient funds to pay the charges of the place.",0.46734536,0.16808878
259,story2,"Neild takes it for granted that the former rather than the latter prevailed in the selection,",0.48141837,0.16755453
260,story2,"and tells us that in the state side, quote, such prisoners were safely associated whose manners and conduct evince a more liberal style of education,",0.46119922,0.19992547
261,story2,and who are therefore lodged apart from all other districts of the jail. End quote.,0.47207105,0.16608061
262,story2,"The state side contained twelve good-sized rooms,",0.4527678,0.20995279
263,story2,"from twenty-one by eighteen feet to fifteen feet square, which were furnished with bedsteads and bedding.",0.4665474,0.16791295
264,story2,seven. The press yard was that part set aside for the condemned.,0.43913832,0.18592533
265,story2,Its name and its situation were the same as those of the old place of carrying out the terrible sentence inflicted on accused persons who stood mute.,0.42257968,0.19638564
266,story2,"The long narrow yard still remained as we saw it in Jacobite times,",0.45899314,0.19839334
267,story2,and beyond it was now a day room for the capital convicts or those awaiting execution.,0.44255075,0.18445791
268,story2,"Beyond the press yard were three stories, condemned cells, fifteen in all, with vaulted ceilings nine feet high to the crown of the arch.",0.41598687,0.21704027
269,story2,The ground floor cells were nine feet by six;,0.41726047,0.23507369
270,story2,"those on the first floor were rather larger on account of a set-off in the wall; and the uppermost were the largest, for the same reason.",0.44220558,0.18808456
271,story2,Security was provided for in these condemned cells by lining the substantial stone walls with planks studded with broad-headed nails;,0.4255798,0.23303382
272,story2,"they were lighted by a double-grated window two feet nine inches by fourteen inches; and in the doors, which were four inches thick,",0.4203968,0.22650793
273,story2,a circular aperture had been let in to give ventilation and secure a free current of air.,0.42123032,0.20342895
274,story2,In each cell there was a barrack bedstead on the floor without bedding.,0.4182294,0.20591679
275,story2,eight. The female felons were deprived of part of the space which the architect had intended for them.,0.4502384,0.18659271
276,story2,"More than half their quadrangle had been partitioned off for another purpose,",0.4402622,0.2150768
277,story2,and what remained was divided into a master's and a common side for female felons.,0.42350897,0.20980059
278,story2,"The two yards were adjoining, that for the common side much the largest.",0.46259668,0.16607177
279,story2,"There were nine wards in all on the female side, one of them in the attic,",0.43158498,0.23187955
280,story2,"with four casements and two fireplaces, being allotted for a female infirmary",0.43586242,0.23503321
281,story2,"and the rest being provided with barrack beds, and in dimensions varying from thirty feet by fifteen to fifteen feet by ten.",0.4252242,0.21377803
282,story2,The eight courts above enumerated were well supplied with water;,0.4412777,0.2055459
283,story2,"they had dust-bins, sewers, and so forth, ""properly disposed,"" and the city scavenger paid periodical visits to the prison.",0.45815155,0.16689351
284,story2,"The prisoners had few comforts, beyond the occasional use of a bath at some distance, situated in the press yard,",0.42473853,0.22769718
285,story2,to which access was granted rarely and as a great favor. But they were allowed the luxury of drink -- if they could pay for it.,0.44850048,0.17740685
