ID,story,text
107,story1,To say a few words on the principles of design in typography:
108,story1,it is obvious that legibility is the first thing to be aimed at in the forms of the letters;
109,story1,"this is best furthered by the avoidance of irrational swellings and spiky projections, and by the using of careful purity of line."
110,story1,Even the Caslon type when enlarged shows great shortcomings in this respect:
111,story1,"the ends of many of the letters such as the t and e are hooked up in a vulgar and meaningless way,"
112,story1,instead of ending in the sharp and clear stroke of Jenson's letters;
113,story1,"there is a grossness in the upper finishings of letters like the c, the a, and so on,"
114,story1,an ugly pear-shaped swelling defacing the form of the letter:
115,story1,"in short, it happens to this craft, as to others, that the utilitarian practice, though it professes to avoid ornament,"
116,story1,"still clings to a foolish, because misunderstood conventionality, deduced from what was once ornament, and is by no means useful;"
117,story1,"which title can only be claimed by artistic practice, whether the art in it be conscious or unconscious."
118,story1,In no characters is the contrast between the ugly and vulgar illegibility of the modern type
119,story1,and the elegance and legibility of the ancient more striking than in the Arabic numerals.
120,story1,"In the old print each figure has its definite individuality, and one cannot be mistaken for the other;"
121,story1,in reading the modern figures the eyes must be strained before the reader can have any reasonable assurance
122,story1,"that he has a five, an eight, or a three before him, unless the press work is of the best:"
123,story1,this is awkward if you have to read Bradshaw's Guide in a hurry.
124,story1,One of the differences between the fine type and the utilitarian must probably be put down to a misapprehension of a commercial necessity:
125,story1,this is the narrowing of the modern letters.
126,story1,"Most of Jenson's letters are designed within a square,"
127,story1,"the modern letters are narrowed by a third or thereabout; but while this gain of space very much hampers the possibility of beauty of design,"
128,story1,"it is not a real gain, for the modern printer throws the gain away by putting inordinately wide spaces between his lines, which, probably,"
129,story1,the lateral compression of his letters renders necessary.
130,story1,Commercialism again compels the use of type too small in size to be comfortable reading:
131,story1,"the size known as ""Long primer"" ought to be the smallest size used in a book meant to be read."
132,story1,"Here, again, if the practice of ""leading"" were retrenched larger type could be used without enhancing the price of a book."
133,story1,"One very important matter in ""setting up"" for fine printing is the ""spacing,"" that is, the lateral distance of words from one another."
134,story1,In good printing the spaces between the words should be as near as possible equal
135,story1,it is impossible that they should be quite equal except in lines of poetry
136,story1,"modern printers understand this, but it is only practiced in the very best establishments."
137,story1,But another point which they should attend to they almost always disregard;
138,story1,"this is the tendency to the formation of ugly meandering white lines or ""rivers"" in the page"
139,story1,"a blemish which can be nearly, though not wholly, avoided by care and forethought"
140,story1,"the desirable thing being ""the breaking of the line"" as in bonding masonry or brickwork"
141,story1,The general solidity of a page is much to be sought for
142,story1,"modern printers generally overdo the ""whites"" in the spacing, a defect probably forced on them by the characterless quality of the letters."
143,story1,"For where these are boldly and carefully designed, and each letter is thoroughly individual in form,"
144,story1,"the words may be set much closer together, without loss of clearness."
145,story1,"No definite rules, however, except the avoidance of ""rivers"" and excess of white, can be given for the spacing,"
146,story1,which requires the constant exercise of judgment and taste on the part of the printer.
147,story1,The position of the page on the paper should be considered if the book is to have a satisfactory look.
148,story1,Here once more the almost invariable modern practice is in opposition to a natural sense of proportion.
149,story1,"From the time when books first took their present shape till the end of the sixteenth century, or indeed later,"
150,story1,"the page so lay on the paper that there was more space allowed to the bottom and fore margin than to the top and back of the paper,"
151,story1,the unit of the book being looked on as the two pages forming an opening.
152,story1,"The modern printer, in the teeth of the evidence given by his own eyes, considers the single page as the unit, and prints the page in the middle of his paper"
153,story1,"only nominally so, however, in many cases, since when he uses a headline he counts that in,"
154,story1,"the result as measured by the eye being that the lower margin is less than the top one, and that the whole opening has an upside-down look vertically"
155,story1,and that laterally the page looks as if it were being driven off the paper.
156,story1,The paper on which the printing is to be done is a necessary part of our subject:
157,story1,"of this it may be said that though there is some good paper made now,"
158,story1,"it is never used except for very expensive books, although it would not materially increase the cost in all but the very cheapest."
159,story1,"The paper that is used for ordinary books is exceedingly bad even in this country, but is beaten in the race for vileness"
160,story1,"by that made in America, which is the worst conceivable."
161,story1,"There seems to be no reason why ordinary paper should not be better made,"
162,story1,"even allowing the necessity for a very low price; but any improvement must be based on showing openly that the cheap article is cheap,"
163,story1,"e.g. the cheap paper should not sacrifice toughness and durability to a smooth and white surface,"
164,story1,which should be indications of a delicacy of material and manufacture which would of necessity increase its cost.
165,story1,One fruitful source of badness in paper
166,story1,"is the habit that publishers have of eking out a thin volume by printing it on thick paper almost of the substance of cardboard,"
167,story1,"a device which deceives nobody, and makes a book very unpleasant to read."
168,story1,"On the whole, a small book should be printed on paper which is as thin as may be without being transparent."
169,story1,"The paper used for printing the small highly ornamented French service-books about the beginning of the sixteenth century is a model in this respect,"
170,story1,"being thin, tough, and opaque."
171,story1,"However, the fact must not be blinked that machine-made paper cannot in the nature of things be made of so good a texture as that made by hand."
172,story1,The ornamentation of printed books is too wide a subject to be dealt with fully here; but one thing must be said on it.
173,story1,"The essential point to be remembered is that the ornament, whatever it is, whether picture or pattern-work, should form part of the page,"
174,story1,should be a part of the whole scheme of the book.
175,story1,"Simple as this proposition is, it is necessary to be stated,"
176,story1,"because the modern practice is to disregard the relation between the printing and the ornament altogether,"
177,story1,so that if the two are helpful to one another it is a mere matter of accident.
178,story1,The due relation of letter to pictures and other ornament was thoroughly understood by the old printers; so that
179,story1,"even when the woodcuts are very rude indeed,"
180,story1,the proportions of the page still give pleasure by the sense of richness that the cuts and letter together convey.
181,story1,"When, as is most often the case, there is actual beauty in the cuts,"
182,story1,the books so ornamented are amongst the most delightful works of art that have ever been produced.
183,story1,"Therefore, granted well-designed type, due spacing of the lines and words, and proper position of the page on the paper,"
184,story1,"all books might be at least comely and well-looking: and if to these good qualities were added really beautiful ornament and pictures,"
185,story1,printed books might once again illustrate to the full
186,story1,"the position of our Society that a work of utility might be also a work of art, if we cared to make it so."
187,story2,"The Chronicles of Newgate, Volume two. By Arthur Griffiths. Section four: Newgate down to eighteen eighteen."
188,story2,"Under the conditions referred to in the previous chapter,"
189,story2,"with criminals and misdemeanants of all shades crowding perpetually into its narrow limits, the latter state of Newgate was worse than the first."
190,story2,The new jail fell as far short of the demands made on it as did the old.
191,story2,"The prison population fluctuated a great deal,"
192,story2,"but it was almost always in excess of the accommodation available, and there were times when the place was full to overflowing."
193,story2,Neild gives some figures which well illustrate this.
194,story2,"On the fourteenth June, eighteen hundred, there were one hundred ninety-nine debtors and two hundred eighty-nine felons in the prison."
195,story2,"On the twenty-seventh April, in the following year,"
196,story2,"these numbers had risen to two hundred seventy-five and three hundred seventy-five respectively, or six hundred fifty in all."
197,story2,"For two more years these high figures were steadily maintained, and in eighteen oh three the total rose to seven hundred ten."
198,story2,"After that they fell as steadily,"
199,story2,"till, eighteen oh eight, the lowest point was touched of one hundred ninety-seven debtors and one hundred eighty-two felons, or three hundred seventy-nine in all."
200,story2,"The numbers soon increased, however, and by eighteen eleven had again risen to six hundred twenty-nine; and Mr. Neild was told that there had been at one time"
201,story2,"three hundred debtors and nine hundred criminals in Newgate, or twelve hundred prisoners in all."
202,story2,"Previous to that date there had been seven hundred or eight hundred frequently, and once, in Mr. Akerman's time, one thousand."
203,story2,Trustworthy evidence is forthcoming to the effect that these high figures were constantly maintained for many months at a time.
204,story2,"The inadequacy of the jail was noticed and reported upon again and again by the grand juries of the city of London,"
205,story2,who seldom let a session go by without visiting Newgate.
206,story2,In eighteen thirteen
207,story2,"the grand jury made a special presentment to the Court of Common Council, pointing out that on the debtors' side, which was intended for only one hundred,"
208,story2,"no less than three hundred forty were crowded, to the great inconvenience and danger of the inmates."
209,story2,On the female side matters were much worse;
210,story2,"Quote. the apartments set apart for them, being built to accommodate sixty persons, now contain about one hundred twenty. End quote."
211,story2,"Returns laid before the House of Commons showed that six thousand, four hundred thirty-nine persons had been committed to Newgate"
212,story2,"in the three years between eighteen thirteen and eighteen sixteen,"
213,story2,"and this number did not include the debtors, a numerous class, who were still committed to Newgate pending the completion of the White Cross Street prison."
214,story2,"In order to realize the evils entailed by incarceration in Newgate in these days, it is necessary to give some account of its interior"
215,story2,as it was occupied and appropriated in eighteen ten.
216,story2,"Full details of the arrangements are to be found in Mr. Neild's ""State of Prisons in England, Scotland, and Wales,"" published in eighteen twelve."
217,story2,"The jail at that date was divided into eight separate and more or less distinct departments, each of which had its own wards and yard."
218,story2,These were: one. The male debtors' side.
219,story2,two. The female debtors' side. three. The chapel yard. four. The middle yard.
220,story2,five. The master felons' side. six. The female felons' side. seven. The state side.
221,story2,eight. The press yard.
222,story2,"one. The male debtors' side consisted of a yard forty-nine feet by thirty-one,"
223,story2,"leading to thirteen wards on various floors, and a day room."
224,story2,"Of these wards, three were appropriated to the ""cabin side,"" so called because"
225,story2,"they each contained four small rooms or ""cabins"" seven feet square,"
226,story2,"intended to accommodate a couple of prisoners apiece, but often much more crowded."
227,story2,"Two other wards were appropriated to the master's side debtors; they were each twenty-three feet by fourteen and a half,"
228,story2,"and supposed to accommodate twenty persons. The eight remaining wards were for the common side debtors,"
229,story2,"long narrow rooms -- one thirty-six feet, six twenty-three feet, and the eighth eighteen,"
230,story2,the whole about fifteen feet wide.
231,story2,"The various wards were all about eleven feet in height,"
232,story2,"and were occupied as a rule by ten to fifteen people when the prison was not crowded, but double the number was occasionally placed in them."
233,story2,The day room was fitted with benches and settles after the manner of the tap in a public-house.
234,story2,"two. The female debtors' side consisted of a court-yard forty-nine by sixteen feet,"
235,story2,"leading to two wards, one of which was thirty-six feet by fifteen,"
236,story2,and the other eighteen by fifteen; and they nominally held twenty-two persons.
237,story2,A high wall fifteen feet in height divided the females' court-yard from the men's.
238,story2,three. The chapel yard was about forty-three feet by twenty-five.
239,story2,"It had been for some time devoted principally to felons of the worst types,"
240,story2,"those who were the oldest offenders, sentenced to transportation, and who had narrowly escaped the penalty of death."
241,story2,"This arrangement was, however, modified after eighteen eleven, and the chapel yard was allotted to misdemeanants and prisoners awaiting trial."
242,story2,"The wards in this part were five in number, all in dimensions twenty feet by fifteen, with a sixth ward fifteen feet square."
243,story2,"These wards were all fitted with barrack-beds, but no bedding was supplied."
244,story2,"The chapel yard led to the chapel, and on the staircase were two rooms frequently set apart for the king's witnesses,"
245,story2,"those who had turned king's evidence, whose safety might have been imperiled had they been lodged with the men against whom they had informed."
246,story2,"But these king's witnesses were also put at times into the press yard among the capital convicts, seemingly a very dangerous proceeding,"
247,story2,"or they lodged with the gatesmen, the prisoner officers who had charge of the inner gates."
248,story2,The middle yard was at first given up to the least heinous offenders. After eighteen twelve it changed functions with the chapel yard.
249,story2,"It was fifty feet by twenty-five, and had five wards each thirty-eight by fifteen. At one end of the yard was an arcade,"
250,story2,"directly under the chapel, in which there were three cells, used either for the confinement of disorderly and refractory prisoners,"
251,story2,or female convicts ordered for execution.
252,story2,"The master felons' side consisted of a yard the same size as the preceding, appropriated nominally to the most decent and better-behaved prisoners,"
253,story2,but really kept for the few who had funds sufficient to gain them admission to these more comfortable quarters.
254,story2,"Here were also lodged the gatesmen, the prisoners who had charge of the inner gates, and who were entrusted with the duty of escorting visitors from the gates"
255,story2,to the various wards their friends occupied.
256,story2,The state side was the part stolen from the female felons' side.
257,story2,"It was large and comparatively commodious, being maintained on a better footing than any other part of the prison."
258,story2,"The inmates were privileged, either by antecedents or the fortunate possession of sufficient funds to pay the charges of the place."
259,story2,"Neild takes it for granted that the former rather than the latter prevailed in the selection,"
260,story2,"and tells us that in the state side, quote, such prisoners were safely associated whose manners and conduct evince a more liberal style of education,"
261,story2,and who are therefore lodged apart from all other districts of the jail. End quote.
262,story2,"The state side contained twelve good-sized rooms,"
263,story2,"from twenty-one by eighteen feet to fifteen feet square, which were furnished with bedsteads and bedding."
264,story2,seven. The press yard was that part set aside for the condemned.
265,story2,Its name and its situation were the same as those of the old place of carrying out the terrible sentence inflicted on accused persons who stood mute.
266,story2,"The long narrow yard still remained as we saw it in Jacobite times,"
267,story2,and beyond it was now a day room for the capital convicts or those awaiting execution.
268,story2,"Beyond the press yard were three stories, condemned cells, fifteen in all, with vaulted ceilings nine feet high to the crown of the arch."
269,story2,The ground floor cells were nine feet by six;
270,story2,"those on the first floor were rather larger on account of a set-off in the wall; and the uppermost were the largest, for the same reason."
271,story2,Security was provided for in these condemned cells by lining the substantial stone walls with planks studded with broad-headed nails;
272,story2,"they were lighted by a double-grated window two feet nine inches by fourteen inches; and in the doors, which were four inches thick,"
273,story2,a circular aperture had been let in to give ventilation and secure a free current of air.
274,story2,In each cell there was a barrack bedstead on the floor without bedding.
275,story2,eight. The female felons were deprived of part of the space which the architect had intended for them.
276,story2,"More than half their quadrangle had been partitioned off for another purpose,"
277,story2,and what remained was divided into a master's and a common side for female felons.
278,story2,"The two yards were adjoining, that for the common side much the largest."
279,story2,"There were nine wards in all on the female side, one of them in the attic,"
280,story2,"with four casements and two fireplaces, being allotted for a female infirmary"
281,story2,"and the rest being provided with barrack beds, and in dimensions varying from thirty feet by fifteen to fifteen feet by ten."
282,story2,The eight courts above enumerated were well supplied with water;
283,story2,"they had dust-bins, sewers, and so forth, ""properly disposed,"" and the city scavenger paid periodical visits to the prison."
284,story2,"The prisoners had few comforts, beyond the occasional use of a bath at some distance, situated in the press yard,"
285,story2,to which access was granted rarely and as a great favor. But they were allowed the luxury of drink -- if they could pay for it.
286,story2,"A recent reform had closed the tap kept by the jailer within the precincts, but"
287,story2,"there was still a ""convenient room"" which served, and, quote,"
288,story2,near it a grating through which the debtors receive their beer from the neighboring public-houses.
289,story2,"The felons' side has a similar accommodation, and this mode of introducing the beverage is adopted because no publican as such"
290,story2,"can be permitted to enter the interior of this prison. End quote. The tap-room and bar were just behind the felons' entrance lodge,"
291,story2,"and beyond it was a room called the ""wine room,"" because formerly used for the sale of wine, but"
292,story2,in which latterly a copper had been fixed for the cooking of provisions sent in by charitable persons.
293,story2,"Quote, On the top of the jail, continues Neild, are a watch-house and a sentry-box, where two or more guards, with dogs and firearms,"
294,story2,"watch all night. Adjoining the felons' side lodge is the keeper's office, where the prison books are kept, and his clerk,"
295,story2,"called the clerk of the papers, attends daily. End quote."
296,story2,"Having thus briefly described the plan and appropriation of the prison, I propose to deal now with the general condition of the inmates, and the manner of their life."
297,story2,"Of these the debtors, male and female, formed a large proportion."
298,story2,The frequency and extent of processes against debtors seventy or eighty years ago will appear almost incredible
299,story2,"in an age when insolvent acts and bankruptcy courts do so much to relieve the impecunious,"
300,story2,and imprisonment for debt has almost entirely disappeared.
301,story2,The number of processes against debtors annually was extraordinary.
302,story2,"Neild gives, on the authority of Mr. Burchell, the under sheriff of Middlesex,"
303,story2,a table showing the figures for the year ending Michaelmas eighteen oh two.
304,story2,In that period upwards of two hundred thousand writs
305,story2,"had been issued for the arrests of debtors in the kingdom, for sums varying from fourpence to five hundred pounds and upwards."
306,story2,"Fifteen thousand of these were issued in Middlesex alone, which at that time was reckoned as only a fifteenth of Great Britain."
307,story2,"The number of arrests actually made was one hundred fourteen thousand, three hundred for the kingdom, and seven thousand twenty for Middlesex."
308,story2,"Barely half of these gave bail bonds on arrests, and the remainder went to prison."
309,story2,Quite half of the foregoing writs and arrests applied to sums under thirty pounds.
310,story2,"Neild also says that in seventeen ninety-three,"
311,story2,"five thousand, seven hundred nineteen writs and executions for debts between ten pounds and twenty pounds were issued in Middlesex,"
312,story2,"and the aggregate amount of debts sued for was eighty-one thousand, seven hundred ninety-one pounds."
313,story2,He also makes the curious calculation that the costs of these actions if undefended
314,story2,"would have amounted to sixty-eight thousand, seven hundred twenty-eight pounds, and if defended,"
315,story2,"two hundred eighty-five thousand, nine hundred fifty pounds; in other words, that to recover eighty odd thousand pounds,"
316,story2,three times the amount would be expended.
317,story2,"An elaborate machinery planned for the protection of the trader, and altogether on his side, had long existed for the recovery of debts."
318,story2,"Alfred the Great established the Court Baron, the Hundred Court, and the County Court, which among other matters entertained pleas for debt."
319,story2,"The County Court was the sheriff's, who sat there surrounded by the bishop and the magnates of the county;"
320,story2,"but as time passed, difficulties and delays in obtaining judgment led to the removal of causes to the great Court of King's Bench,"
321,story2,and the disuse of the inferior courts.
322,story2,"So much inconvenience ensued, that in fifteen eighteen the Corporation obtained from Parliament an act empowering two aldermen"
323,story2,"and four common councilmen to hold Courts of Requests, or Courts of Conscience, to hear and determine all causes of debt"
324,story2,under forty shillings arising within the city.
325,story2,"These courts were extended two centuries later to several large provincial towns, and all were in full activity when Neild wrote,"
326,story2,and indeed supplied the bulk of the poor debtors committed to prison.
327,story2,These courts were open to many and grave objections.
328,story2,"The commissioners who presided were, quote, little otherwise than self-elected"
329,story2,and when once appointed continued to serve sine die; they were generally near in rank to the parties whose causes they decided.
330,story2,Often a commissioner had to leave the bench because he was himself a party to the suit that was sub judice.
331,story2,The activity as well as the futility of these courts may be estimated from the statement given by Neild
332,story2,"that thirteen hundred and twelve debtors were committed by them to Newgate between seventeen ninety-seven and eighteen oh eight,"
333,story2,and that no more than one hundred ninety-seven creditors recovered debts and costs.
334,story2,The latter indeed hung like millstones round the neck of the unhappy insolvent wretches who found themselves in limbo.
335,story2,Costs were the gallons of sack to the pennyworth of debt.
336,story2,"Neild found at his visit to Newgate in eighteen ten,"
337,story2,"fourteen men and women who had lain there ten, eleven, and thirteen years for debts of a few shillings,"
338,story2,weighted by treble the amount of costs.
339,story2,"Thus, amongst others, Thomas Blackburn had been committed on October fifteenth for a debt of one shilling five pence."
340,story2,for which the costs were six shillings ten pence.
341,story2,"Thomas Dobson, on twenty-second August, seventeen ninety-nine, for one shilling, with costs of eight shillings, ten pence."
342,story2,"and Susannah Evans, in October the same year, for two shillings, with costs of six shillings, eight pence."
343,story2,"Other cases are recorded elsewhere, as at the Giltspur Street Compter, where in eighteen oh five Mr. Neild found a man named William Grant"
344,story2,"detained for one shilling nine pence, with costs of five shillings."
345,story2,"and John Lancaster for one shilling, eight pence, with costs of seven shillings, six pence. Quote."
346,story2,"These surely, I thought,"" says Mr. Neild, ""were bad enough! But it was not so. End quote."
347,story2,"He recites another most outrageous and extraordinary case, in which one John Bird,"
348,story2,"a market porter, was arrested and committed at the suit of a publican"
349,story2,"for the paltry sum of four pence, with costs of seven shillings, six pence."
350,story2,"Bird was, however, discharged within three days by a subscription raised among his fellow-prisoners."
351,story2,"Mr. Buxton, in his ""Inquiry into the System of Prison Discipline,"""
352,story2,quotes a case which came within his own knowledge of a boy sent to prison for non-payment of one penny.
353,story2,"The lad in question was found in Coldbath Fields prison, to which he had been sent for a month in default of paying a fine of forty shillings."
354,story2,"He had been in the employ of a corn-chandler at Islington, and went into London with his master's cart and horse."
355,story2,"There was in the City Road a temporary bar, with a collector of tolls who was sometimes on the spot and sometimes not."
356,story2,"The boy declared he saw no one, and accordingly passed through without paying the toll of a penny."
357,story2,"For this he was summoned before a magistrate, and sentenced as already stated."
358,story2,The lad was proved to be of good character and the son of respectable parents.
359,story2,"Mr. Buxton's friends at once paid the forty shillings, and the boy was released."
360,story2,The costs in heavier debts always doubled the sum; if the arrest was made in the country it trebled it.
361,story2,"Neild gives a list of the various items charged upon a debt of ten pounds, which included instructions to sue,"
362,story2,"affidavit of debt, drawing praecipe (one pound, five shillings), capias, fee to officer on arrest,"
363,story2,"affidavit of service, and many more, amounting in all to twenty-seven,"
364,story2,"and costing eleven pounds, fifteen shillings, eight pence, within ten days."
365,story2,"Before dealing with the debtors in Newgate, I may refer incidentally"
366,story2,"to those in other London prisons, for Newgate was not the only place of durance for these unfortunate people. There were also the King's Bench,"
367,story2,"the Fleet, and the Marshalsea prisons especially devoted to them,"
368,story2,"whilst Ludgate, the Giltspur Street, and Borough Compters also received them"
369,story2,the latter two being also a prison for felons and vagrants arrested within certain limits.
370,story2,"The King's Bench was a national prison, in which were confined all debtors arrested for debt or for contempt of the court of the King's Bench."
371,story2,"The population generally amounted to from five hundred to seven hundred, the accommodation being calculated for two hundred."
