ID,story,text,V_pred,A_pred
38,story1,"The Roman type of all these printers is similar in character,",0.53153837,0.22795026
39,story1,"and is very simple and legible, and unaffectedly designed for use; but it is by no means without beauty.",0.55725974,0.22349915
40,story1,"It must be said that it is in no way like the transition type of Subiaco,",0.48846233,0.20352222
41,story1,"and though more Roman than that, yet scarcely more like the complete Roman type of the earliest printers of Rome.",0.4755271,0.17367509
42,story1,A further development of the Roman letter took place at Venice.,0.4965328,0.17387839
43,story1,"John of Spires and his brother Vindelin, followed by Nicholas Jenson, began to print in that city,",0.52147675,0.2000454
44,story1,"fourteen sixty-nine, fourteen seventy;",0.49180835,0.19806267
45,story1,their type is on the lines of the German and French rather than of the Roman printers.,0.4891401,0.16570647
46,story1,Of Jenson it must be said that he carried the development of Roman type as far as it can go:,0.5204881,0.21566199
47,story1,"his letter is admirably clear and regular, but at least as beautiful as any other Roman type.",0.5330059,0.2365883
48,story1,"After his death in the ""fourteen eighties,"" or at least by fourteen ninety, printing in Venice had declined very much;",0.36224493,0.26543224
49,story1,"and though the famous family of Aldus restored its technical excellence, rejecting battered letters,",0.42767206,0.22305666
50,story1,"yet their type is artistically on a much lower level than Jenson's, and in fact",0.3647928,0.25621656
51,story1,they must be considered to have ended the age of fine printing in Italy.,0.35487092,0.22885148
52,story1,"Jenson, however, had many contemporaries who used beautiful type,",0.47257495,0.20579158
53,story1,"some of which -- as, e.g., that of Jacobus Rubeus or Jacques le Rouge -- is scarcely distinguishable from his.",0.47794175,0.17040215
54,story1,"It was these great Venetian printers, together with their brethren of Rome, Milan,",0.5133964,0.23316927
55,story1,"Parma, and one or two other cities, who produced the splendid editions of the Classics, which are one of the great glories of the printer's art,",0.5599864,0.28353006
56,story1,"and are worthy representatives of the eager enthusiasm for the revived learning of that epoch. By far,",0.5795252,0.28724003
57,story1,"the greater part of these Italian printers, it should be mentioned, were Germans or Frenchmen, working under the influence of Italian opinion and aims.",0.5154583,0.19562419
58,story1,It must be understood that through the whole of the fifteenth and the first quarter of the sixteenth centuries,0.46654505,0.23292206
59,story1,the Roman letter was used side by side with the Gothic.,0.49649942,0.18696375
60,story1,"Even in Italy most of the theological and law books were printed in Gothic letter,",0.4964444,0.21075337
61,story1,"many of whose types, indeed, like that of the Subiaco works, are of a transitional character.",0.48152292,0.19441229
62,story1,"This was notably the case with the early works printed at Ulm, and in a somewhat lesser degree at Augsburg.",0.49227446,0.19343291
63,story1,In fact Gunther Zeiner's first type (afterwards used by Schussler) is remarkably like the type of the before-mentioned Subiaco books.,0.5085683,0.1917815
64,story1,"In the Low Countries and Cologne, which were very fertile of printed books, Gothic was the favorite.",0.50667536,0.18500893
65,story1,"The characteristic Dutch type, as represented by the excellent printer Gerard Leew, is very pronounced and uncompromising Gothic.",0.4932392,0.19150205
66,story1,"This type was introduced into England by Wynkyn de Worde, Caxton's successor,",0.4956966,0.20547901
67,story1,"and was used there with very little variation all through the sixteenth and seventeenth centuries, and indeed into the eighteenth.",0.4895035,0.19455594
68,story1,"Most of Caxton's own types are of an earlier character, though they also much resemble Flemish or Cologne letter.",0.46044722,0.1782841
69,story1,went on apace; and by the end of the sixteenth century there was no really beautiful printing done:,0.3377636,0.29748806
70,story1,"the best, mostly French or Low-Country, was neat and clear, but without any distinction;",0.3472283,0.30217955
71,story1,"the worst, which perhaps was the English, was a terrible falling-off from the work of the earlier presses;",0.29198885,0.35533747
72,story1,"and things got worse and worse through the whole of the seventeenth century, so that in the eighteenth printing was very miserably performed.",0.26277477,0.3726655
73,story1,"In England about this time, an attempt was made (notably by Caslon, who started business in London as a type-founder in seventeen twenty)",0.44861054,0.19275275
74,story1,to improve the letter in form.,0.47912595,0.17257927
75,story1,he seems to have taken the letter of the Elzevirs of the seventeenth century for his model:,0.483054,0.20319146
76,story1,type cast from his matrices is still in everyday use.,0.50169176,0.20290987
77,story1,"In spite, however, of his praiseworthy efforts, printing had still one last degradation to undergo.",0.40900207,0.22145556
78,story1,The seventeenth century founts were bad rather negatively than positively.,0.43625128,0.2100562
79,story1,But for the beauty of the earlier work they might have seemed tolerable.,0.4197459,0.19620553
80,story1,"It was reserved for the founders of the later eighteenth century to produce letters which are positively ugly, and which, it may be added,",0.27745503,0.4389202
81,story1,are dazzling and unpleasant to the eye owing to the clumsy thickening and vulgar thinning of the lines:,0.24890132,0.5004597
82,story1,"for the seventeenth-century letters are at least pure and simple in line. The Italian, Bodoni, and the Frenchman, Didot,",0.34786275,0.327847
83,story1,"were the leaders in this luckless change, though our own Baskerville, who was at work some years before them, went much on the same lines;",0.39153725,0.24999982
84,story1,"but his letters, though uninteresting and poor, are not nearly so gross and vulgar as those of either the Italian or the Frenchman.",0.4010426,0.24116977
85,story1,"With this change the art of printing touched bottom,",0.30882105,0.3220703
86,story1,"so far as fine printing is concerned, though paper did not get to its worst till about eighteen forty.",0.33409312,0.28548986
87,story1,"The Chiswick press in eighteen forty-four revived Caslon's founts, printing for Messrs. Longman the Diary of Lady Willoughby.",0.4501637,0.17177698
88,story1,This experiment was so far successful that about eighteen fifty Messrs. Miller and Richard of Edinburgh,0.4810443,0.23205133
89,story1,"These and similar founts, cast by the above firm and others,",0.49400744,0.24776842
90,story1,"a little reduced in ugliness. The design of the letters of this modern ""old style"" leaves a good deal to be desired,",0.4243248,0.24834478
91,story1,"and the whole effect is a little too gray, owing to the thinness of the letters.",0.40722656,0.24903138
92,story1,"It must be remembered, however, that most modern printing is done by machinery on soft paper, and not by the hand press,",0.4456745,0.23162884
93,story1,"and these somewhat wiry letters are suitable for the machine process, which would not do justice to letters of more generous design.",0.44518515,0.17179896
94,story1,It is discouraging to note that the improvement of the last fifty years is almost wholly confined to Great Britain.,0.3415927,0.30036482
95,story1,but the general revival of the old forms has made no way in those countries.,0.3366807,0.2950481
96,story1,Italy is contentedly stagnant.,0.31804556,0.34079596
97,story1,"America has produced a good many showy books, the typography, paper, and illustrations of which are, however, all wrong,",0.3684925,0.2781452
98,story1,oddity rather than rational beauty and meaning being apparently the thing sought for both in the letters and the illustrations.,0.3527004,0.3065704
99,story1,To say a few words on the principles of design in typography:,0.41380987,0.22860873
100,story1,it is obvious that legibility is the first thing to be aimed at in the forms of the letters;,0.43658638,0.24400432
101,story1,"this is best furthered by the avoidance of irrational swellings and spiky projections, and by the using of careful purity of line.",0.46476004,0.21010524
102,story1,"the ends of many of the letters such as the t and e are hooked up in a vulgar and meaningless way,",0.28997317,0.40345845
103,story1,instead of ending in the sharp and clear stroke of Jenson's letters;,0.327545,0.3507645
104,story1,"there is a grossness in the upper finishings of letters like the c, the a, and so on,",0.3120706,0.3574561
105,story1,an ugly pear-shaped swelling defacing the form of the letter:,0.24085285,0.44529203
106,story1,"in short, it happens to this craft, as to others, that the utilitarian practice, though it professes to avoid ornament,",0.34542456,0.31607527
107,story1,"still clings to a foolish, because misunderstood conventionality, deduced from what was once ornament, and is by no means useful;",0.32312816,0.35591307
108,story1,"which title can only be claimed by artistic practice, whether the art in it be conscious or unconscious.",0.3919473,0.2861228
109,story1,In no characters is the contrast between the ugly and vulgar illegibility of the modern type,0.35446858,0.3144432
110,story1,and the elegance and legibility of the ancient more striking than in the Arabic numerals.,0.41319725,0.25546303
111,story1,"In the old print each figure has its definite individuality, and one cannot be mistaken for the other;",0.42652544,0.25396094
112,story1,in reading the modern figures the eyes must be strained before the reader can have any reasonable assurance,0.3629164,0.3333217
113,story1,"that he has a five, an eight, or a three before him, unless the press work is of the best:",0.38811246,0.328513
114,story1,this is awkward if you have to read Bradshaw's Guide in a hurry.,0.3897924,0.3115479
115,story1,One of the differences between the fine type and the utilitarian must probably be put down to a misapprehension of a commercial necessity:,0.42039984,0.23132196
116,story1,this is the narrowing of the modern letters.,0.42028576,0.2061156
117,story1,"Most of Jenson's letters are designed within a square,",0.46153706,0.21997799
118,story1,"the modern letters are narrowed by a third or thereabout; but while this gain of space very much hampers the possibility of beauty of design,",0.40631267,0.25967482
119,story1,"it is not a real gain, for the modern printer throws the gain away by putting inordinately wide spaces between his lines, which, probably,",0.38484204,0.28113657
120,story1,the lateral compression of his letters renders necessary.,0.378394,0.29561794
121,story1,Commercialism again compels the use of type too small in size to be comfortable reading:,0.34212276,0.32287374
122,story1,"the size known as ""Long primer"" ought to be the smallest size used in a book meant to be read.",0.36091265,0.25908145
123,story1,"Here, again, if the practice of ""leading"" were retrenched larger type could be used without enhancing the price of a book.",0.4224015,0.21679418
124,story1,"One very important matter in ""setting up"" for fine printing is the ""spacing,"" that is, the lateral distance of words from one another.",0.44536006,0.19669509
125,story1,In good printing the spaces between the words should be as near as possible equal,0.4394764,0.24196777
126,story1,it is impossible that they should be quite equal except in lines of poetry,0.44699556,0.24929835
127,story1,"modern printers understand this, but it is only practiced in the very best establishments.",0.46061337,0.17683358
128,story1,But another point which they should attend to they almost always disregard;,0.4144966,0.26403517
129,story1,"this is the tendency to the formation of ugly meandering white lines or ""rivers"" in the page",0.37173548,0.27028668
130,story1,"a blemish which can be nearly, though not wholly, avoided by care and forethought",0.41055793,0.26153308
131,story1,"the desirable thing being ""the breaking of the line"" as in bonding masonry or brickwork",0.44196364,0.2794668
132,story1,The general solidity of a page is much to be sought for,0.49312347,0.2634679
133,story1,"modern printers generally overdo the ""whites"" in the spacing, a defect probably forced on them by the characterless quality of the letters.",0.3987768,0.23145181
134,story1,"For where these are boldly and carefully designed, and each letter is thoroughly individual in form,",0.46285516,0.22767077
135,story1,"the words may be set much closer together, without loss of clearness.",0.45821455,0.209169
136,story1,"No definite rules, however, except the avoidance of ""rivers"" and excess of white, can be given for the spacing,",0.44516295,0.20272185
137,story1,which requires the constant exercise of judgment and taste on the part of the printer.,0.46141776,0.202652
138,story1,The position of the page on the paper should be considered if the book is to have a satisfactory look.,0.47611892,0.17120196
139,story1,Here once more the almost invariable modern practice is in opposition to a natural sense of proportion.,0.39533415,0.24501091
140,story1,"From the time when books first took their present shape till the end of the sixteenth century, or indeed later,",0.42742407,0.24211146
141,story1,"the page so lay on the paper that there was more space allowed to the bottom and fore margin than to the top and back of the paper,",0.45561853,0.23721464
142,story1,the unit of the book being looked on as the two pages forming an opening.,0.44925943,0.20018129
143,story1,"The modern printer, in the teeth of the evidence given by his own eyes, considers the single page as the unit, and prints the page in the middle of his paper",0.38738763,0.3175929
144,story1,"the result as measured by the eye being that the lower margin is less than the top one, and that the whole opening has an upside-down look vertically",0.3622082,0.4024448
145,story1,and that laterally the page looks as if it were being driven off the paper.,0.32641286,0.44019455
146,story1,The paper on which the printing is to be done is a necessary part of our subject:,0.42986163,0.21009989
147,story1,"of this it may be said that though there is some good paper made now,",0.4245973,0.2292477
148,story1,"it is never used except for very expensive books, although it would not materially increase the cost in all but the very cheapest.",0.43913436,0.17920025
149,story1,"The paper that is used for ordinary books is exceedingly bad even in this country, but is beaten in the race for vileness",0.26974463,0.36737743
150,story1,"by that made in America, which is the worst conceivable.",0.3085191,0.3851251
151,story1,"There seems to be no reason why ordinary paper should not be better made,",0.42365783,0.22249004
152,story1,"even allowing the necessity for a very low price; but any improvement must be based on showing openly that the cheap article is cheap,",0.420181,0.23062657
153,story1,"e.g. the cheap paper should not sacrifice toughness and durability to a smooth and white surface,",0.4369305,0.22152478
154,story1,which should be indications of a delicacy of material and manufacture which would of necessity increase its cost.,0.4473575,0.19363718
155,story1,One fruitful source of badness in paper,0.37968618,0.27745023
156,story1,"is the habit that publishers have of eking out a thin volume by printing it on thick paper almost of the substance of cardboard,",0.38793218,0.33294353
157,story1,"a device which deceives nobody, and makes a book very unpleasant to read.",0.30808678,0.405699
158,story1,"On the whole, a small book should be printed on paper which is as thin as may be without being transparent.",0.4428716,0.22360751
159,story1,"The paper used for printing the small highly ornamented French service-books about the beginning of the sixteenth century is a model in this respect,",0.49444497,0.227371
160,story1,"being thin, tough, and opaque.",0.4895129,0.20146748
161,story1,"However, the fact must not be blinked that machine-made paper cannot in the nature of things be made of so good a texture as that made by hand.",0.4504414,0.18598028
162,story1,The ornamentation of printed books is too wide a subject to be dealt with fully here; but one thing must be said on it.,0.44658756,0.17305066
163,story1,should be a part of the whole scheme of the book.,0.4540591,0.1919889
164,story1,"Simple as this proposition is, it is necessary to be stated,",0.41258812,0.22744676
165,story1,"because the modern practice is to disregard the relation between the printing and the ornament altogether,",0.36993122,0.2896392
166,story1,so that if the two are helpful to one another it is a mere matter of accident.,0.37745067,0.29230475
167,story1,The due relation of letter to pictures and other ornament was thoroughly understood by the old printers; so that,0.50585276,0.25507993
168,story1,"even when the woodcuts are very rude indeed,",0.52090293,0.25034723
169,story1,the proportions of the page still give pleasure by the sense of richness that the cuts and letter together convey.,0.5584578,0.25815558
170,story1,"When, as is most often the case, there is actual beauty in the cuts,",0.6253697,0.33128494
171,story1,the books so ornamented are amongst the most delightful works of art that have ever been produced.,0.7353568,0.48086208
172,story1,"Therefore, granted well-designed type, due spacing of the lines and words, and proper position of the page on the paper,",0.5178141,0.23532723
173,story1,"all books might be at least comely and well-looking: and if to these good qualities were added really beautiful ornament and pictures,",0.591454,0.2851454
174,story1,printed books might once again illustrate to the full,0.61649823,0.34872106
175,story2,"The Chronicles of Newgate, Volume two. By Arthur Griffiths. Section four: Newgate down to eighteen eighteen.",0.43464974,0.26354238
176,story2,"Under the conditions referred to in the previous chapter,",0.41175127,0.25758815
177,story2,"with criminals and misdemeanants of all shades crowding perpetually into its narrow limits, the latter state of Newgate was worse than the first.",0.34961984,0.2990269
178,story2,The new jail fell as far short of the demands made on it as did the old.,0.35181257,0.2886187
179,story2,"The prison population fluctuated a great deal,",0.42818996,0.24915
180,story2,"but it was almost always in excess of the accommodation available, and there were times when the place was full to overflowing.",0.39715838,0.28695142
181,story2,Neild gives some figures which well illustrate this.,0.4394883,0.20945123
182,story2,"On the fourteenth June, eighteen hundred, there were one hundred ninety-nine debtors and two hundred eighty-nine felons in the prison.",0.44952753,0.20861796
183,story2,"On the twenty-seventh April, in the following year,",0.43745348,0.24216574
184,story2,"these numbers had risen to two hundred seventy-five and three hundred seventy-five respectively, or six hundred fifty in all.",0.41371402,0.27733788
185,story2,"For two more years these high figures were steadily maintained, and in eighteen oh three the total rose to seven hundred ten.",0.45621973,0.22651324
186,story2,"After that they fell as steadily,",0.42504853,0.22682112
187,story2,"till, eighteen oh eight, the lowest point was touched of one hundred ninety-seven debtors and one hundred eighty-two felons, or three hundred seventy-nine in all.",0.4274227,0.22453386
188,story2,"The numbers soon increased, however, and by eighteen eleven had again risen to six hundred twenty-nine; and Mr. Neild was told that there had been at one time",0.4122089,0.24340029
189,story2,"three hundred debtors and nine hundred criminals in Newgate, or twelve hundred prisoners in all.",0.43359965,0.24414209
190,story2,"Previous to that date there had been seven hundred or eight hundred frequently, and once, in Mr. Akerman's time, one thousand.",0.43356907,0.250435
191,story2,Trustworthy evidence is forthcoming to the effect that these high figures were constantly maintained for many months at a time.,0.45160854,0.20052539
192,story2,who seldom let a session go by without visiting Newgate.,0.46737182,0.17688178
193,story2,In eighteen thirteen,0.4333409,0.20890242
194,story2,"the grand jury made a special presentment to the Court of Common Council, pointing out that on the debtors' side, which was intended for only one hundred,",0.34485644,0.283338
195,story2,"no less than three hundred forty were crowded, to the great inconvenience and danger of the inmates.",0.2829368,0.39214876
196,story2,On the female side matters were much worse;,0.3023125,0.39720947
197,story2,"Quote. the apartments set apart for them, being built to accommodate sixty persons, now contain about one hundred twenty. End quote.",0.35220084,0.34305772
198,story2,"Returns laid before the House of Commons showed that six thousand, four hundred thirty-nine persons had been committed to Newgate",0.41278765,0.26155603
199,story2,"in the three years between eighteen thirteen and eighteen sixteen,",0.41720495,0.25383008
200,story2,"and this number did not include the debtors, a numerous class, who were still committed to Newgate pending the completion of the White Cross Street prison.",0.4312603,0.21886827
201,story2,"In order to realize the evils entailed by incarceration in Newgate in these days, it is necessary to give some account of its interior",0.39905855,0.2112224
202,story2,as it was occupied and appropriated in eighteen ten.,0.424116,0.19891945
203,story2,"Full details of the arrangements are to be found in Mr. Neild's ""State of Prisons in England, Scotland, and Wales,"" published in eighteen twelve.",0.45885283,0.16748154
204,story2,"The jail at that date was divided into eight separate and more or less distinct departments, each of which had its own wards and yard.",0.4549644,0.19715117
205,story2,These were: one. The male debtors' side.,0.44502228,0.24348694
206,story2,two. The female debtors' side. three. The chapel yard. four. The middle yard.,0.44853792,0.23719023
207,story2,five. The master felons' side. six. The female felons' side. seven. The state side.,0.4474521,0.24166295
208,story2,eight. The press yard.,0.43452895,0.25470716
209,story2,"one. The male debtors' side consisted of a yard forty-nine feet by thirty-one,",0.43407738,0.22382091
210,story2,"leading to thirteen wards on various floors, and a day room.",0.4312828,0.21607585
211,story2,"Of these wards, three were appropriated to the ""cabin side,"" so called because",0.42933297,0.25406617
212,story2,"they each contained four small rooms or ""cabins"" seven feet square,",0.4163652,0.272025
213,story2,"intended to accommodate a couple of prisoners apiece, but often much more crowded.",0.39012986,0.26016524
214,story2,"Two other wards were appropriated to the master's side debtors; they were each twenty-three feet by fourteen and a half,",0.4323884,0.23541994
215,story2,"and supposed to accommodate twenty persons. The eight remaining wards were for the common side debtors,",0.45068544,0.22027251
216,story2,the whole about fifteen feet wide.,0.44140032,0.20188035
217,story2,"The various wards were all about eleven feet in height,",0.45010012,0.22634113
218,story2,"and were occupied as a rule by ten to fifteen people when the prison was not crowded, but double the number was occasionally placed in them.",0.431785,0.21636772
219,story2,The day room was fitted with benches and settles after the manner of the tap in a public-house.,0.45107183,0.17323966
220,story2,"two. The female debtors' side consisted of a court-yard forty-nine by sixteen feet,",0.44354,0.2217533
221,story2,"leading to two wards, one of which was thirty-six feet by fifteen,",0.42904237,0.2548217
222,story2,and the other eighteen by fifteen; and they nominally held twenty-two persons.,0.42943645,0.20697428
223,story2,A high wall fifteen feet in height divided the females' court-yard from the men's.,0.4522825,0.18093924
224,story2,three. The chapel yard was about forty-three feet by twenty-five.,0.46861136,0.18614356
225,story2,"It had been for some time devoted principally to felons of the worst types,",0.43134964,0.23663902
226,story2,"those who were the oldest offenders, sentenced to transportation, and who had narrowly escaped the penalty of death.",0.4487486,0.20769355
227,story2,"This arrangement was, however, modified after eighteen eleven, and the chapel yard was allotted to misdemeanants and prisoners awaiting trial.",0.442374,0.18665944
228,story2,"The wards in this part were five in number, all in dimensions twenty feet by fifteen, with a sixth ward fifteen feet square.",0.44333193,0.2086338
229,story2,"These wards were all fitted with barrack-beds, but no bedding was supplied.",0.4289518,0.22323032
230,story2,"The chapel yard led to the chapel, and on the staircase were two rooms frequently set apart for the king's witnesses,",0.43227983,0.21827944
231,story2,"those who had turned king's evidence, whose safety might have been imperiled had they been lodged with the men against whom they had informed.",0.41894066,0.22409658
232,story2,"But these king's witnesses were also put at times into the press yard among the capital convicts, seemingly a very dangerous proceeding,",0.33803147,0.37684265
233,story2,"or they lodged with the gatesmen, the prisoner officers who had charge of the inner gates.",0.38995197,0.28128114
234,story2,The middle yard was at first given up to the least heinous offenders. After eighteen twelve it changed functions with the chapel yard.,0.46059644,0.18465087
235,story2,"It was fifty feet by twenty-five, and had five wards each thirty-eight by fifteen. At one end of the yard was an arcade,",0.4538207,0.2107441
236,story2,"directly under the chapel, in which there were three cells, used either for the confinement of disorderly and refractory prisoners,",0.420687,0.2542511
237,story2,or female convicts ordered for execution.,0.41781545,0.2300948
238,story2,"The master felons' side consisted of a yard the same size as the preceding, appropriated nominally to the most decent and better-behaved prisoners,",0.4388931,0.20820937
239,story2,but really kept for the few who had funds sufficient to gain them admission to these more comfortable quarters.,0.44128573,0.17692958
240,story2,"Here were also lodged the gatesmen, the prisoners who had charge of the inner gates, and who were entrusted with the duty of escorting visitors from the gates",0.42916265,0.21407811
241,story2,to the various wards their friends occupied.,0.4556137,0.1869801
242,story2,The state side was the part stolen from the female felons' side.,0.46494952,0.1732973
243,story2,"It was large and comparatively commodious, being maintained on a better footing than any other part of the prison.",0.47638646,0.15738295
244,story2,"The inmates were privileged, either by antecedents or the fortunate possession of sufficient funds to pay the charges of the place.",0.4585726,0.16253938
245,story2,"Neild takes it for granted that the former rather than the latter prevailed in the selection,",0.4636351,0.1856377
246,story2,"and tells us that in the state side, quote, such prisoners were safely associated whose manners and conduct evince a more liberal style of education,",0.45048824,0.21607934
247,story2,and who are therefore lodged apart from all other districts of the jail. End quote.,0.45154443,0.18183954
248,story2,"The state side contained twelve good-sized rooms,",0.4480757,0.2077098
249,story2,"from twenty-one by eighteen feet to fifteen feet square, which were furnished with bedsteads and bedding.",0.46775794,0.17880423
250,story2,seven. The press yard was that part set aside for the condemned.,0.41629937,0.2253834
251,story2,Its name and its situation were the same as those of the old place of carrying out the terrible sentence inflicted on accused persons who stood mute.,0.40693393,0.21775226
252,story2,"The long narrow yard still remained as we saw it in Jacobite times,",0.4357872,0.21431871
253,story2,and beyond it was now a day room for the capital convicts or those awaiting execution.,0.4040922,0.21234952
254,story2,"Beyond the press yard were three stories, condemned cells, fifteen in all, with vaulted ceilings nine feet high to the crown of the arch.",0.39758673,0.2518401
255,story2,The ground floor cells were nine feet by six;,0.3869255,0.27684116
256,story2,"those on the first floor were rather larger on account of a set-off in the wall; and the uppermost were the largest, for the same reason.",0.42931798,0.22097789
257,story2,Security was provided for in these condemned cells by lining the substantial stone walls with planks studded with broad-headed nails;,0.39759496,0.27231532
258,story2,"they were lighted by a double-grated window two feet nine inches by fourteen inches; and in the doors, which were four inches thick,",0.4175353,0.26931387
259,story2,a circular aperture had been let in to give ventilation and secure a free current of air.,0.41903082,0.24215071
260,story2,In each cell there was a barrack bedstead on the floor without bedding.,0.41568545,0.2512436
261,story2,eight. The female felons were deprived of part of the space which the architect had intended for them.,0.38761267,0.24302605
262,story2,"More than half their quadrangle had been partitioned off for another purpose,",0.37645844,0.28041947
263,story2,and what remained was divided into a master's and a common side for female felons.,0.3785874,0.2519391
264,story2,"The two yards were adjoining, that for the common side much the largest.",0.43412694,0.18591958
265,story2,"There were nine wards in all on the female side, one of them in the attic,",0.41801974,0.23823237
266,story2,"with four casements and two fireplaces, being allotted for a female infirmary",0.4074499,0.23275352
267,story2,"and the rest being provided with barrack beds, and in dimensions varying from thirty feet by fifteen to fifteen feet by ten.",0.41514996,0.23548217
268,story2,"they had dust-bins, sewers, and so forth, ""properly disposed,"" and the city scavenger paid periodical visits to the prison.",0.43000993,0.19028091
269,story2,"The prisoners had few comforts, beyond the occasional use of a bath at some distance, situated in the press yard,",0.38615993,0.27289024
270,story2,to which access was granted rarely and as a great favor. But they were allowed the luxury of drink -- if they could pay for it.,0.406876,0.23063195
271,story2,"A recent reform had closed the tap kept by the jailer within the precincts, but",0.41933924,0.19284879
272,story2,"there was still a ""convenient room"" which served, and, quote,",0.4667289,0.23346463
273,story2,near it a grating through which the debtors receive their beer from the neighboring public-houses.,0.43062076,0.18578565
274,story2,"The felons' side has a similar accommodation, and this mode of introducing the beverage is adopted because no publican as such",0.40818626,0.22649357
275,story2,"can be permitted to enter the interior of this prison. End quote. The tap-room and bar were just behind the felons' entrance lodge,",0.44611514,0.19725105
276,story2,"Quote, On the top of the jail, continues Neild, are a watch-house and a sentry-box, where two or more guards, with dogs and firearms,",0.42944515,0.21409534
277,story2,"watch all night. Adjoining the felons' side lodge is the keeper's office, where the prison books are kept, and his clerk,",0.4514356,0.20583867
278,story2,"called the clerk of the papers, attends daily. End quote.",0.45545086,0.17930532
279,story2,"Having thus briefly described the plan and appropriation of the prison, I propose to deal now with the general condition of the inmates, and the manner of their life.",0.43015027,0.17979135
280,story2,"Of these the debtors, male and female, formed a large proportion.",0.4339998,0.19631901
281,story2,The frequency and extent of processes against debtors seventy or eighty years ago will appear almost incredible,0.37824067,0.24474967
282,story2,"in an age when insolvent acts and bankruptcy courts do so much to relieve the impecunious,",0.41095132,0.23646952
283,story2,and imprisonment for debt has almost entirely disappeared.,0.423829,0.20246555
284,story2,The number of processes against debtors annually was extraordinary.,0.4034946,0.21006277
285,story2,"Neild gives, on the authority of Mr. Burchell, the under sheriff of Middlesex,",0.42084697,0.22842006
